,context,question,answers,id,generated_answer,hallucination,source_id,split
309,"CHAPTER XXXVIII. 

MAKING them pens was a distressid tough job, and so was the saw; and Jim allowed the inscription was going to be the toughest of all. That's the one which the prisoner has to scrabble on the wall. But he had to have it; Tom said he'd GOT to; there warn't no case of a state prisoner not scrabbling his inscription to leave behind, and his coat of arms. 

""Look at Lady Jane Grey,"" he says; ""look at Gilford Dudley; look at old Northumberland! Why, Huck, s'pose it IS considerble trouble?--what you going to do?--how you going to get around it? Jim's GOT to do his inscription and coat of arms. They all do."" 

Jim says: 

""Why, Mars Tom, I hain't got no coat o' arm; I hain't got nuffn but dish yer ole shirt, en you knows I got to keep de journal on dat."" 

""Oh, you don't understand, Jim; a coat of arms is very different."" 

""Well,"" I says, ""Jim's right, anyway, when he says he ain't got no coat of arms, because he hain't."" 

""I reckon I knowed that,"" Tom says, ""but you bet he'll have one before he goes out of this--because he's going out RIGHT, and there ain't going to be no flaws in his record."" 

So whilst me and Jim filed away at the pens on a brickbat apiece, Jim a-making his'n out of the brass and I making mine out of the spoon, Tom set to work to think out the coat of arms. By and by he said he'd struck so many good ones he didn't hardly know which to take, but there was one which he reckoned he'd decide on. He says:  Q: what job was hard? A: Making pens. Q: what was harder? A: The inscription. Q: who got to scrabble the wall A: The prisoner.",who has to do his coat of arms?,"['Tom', 'the prisoner', 'State prisoners', 'a state prisoner']",3tu5zicbrd13b4c4am1dxb2ihy18qs_3,All of them.,1.0,3tu5zicbrd13b4c4am1dxb2ihy18qs,train
310,"CHAPTER XXXVIII. 

MAKING them pens was a distressid tough job, and so was the saw; and Jim allowed the inscription was going to be the toughest of all. That's the one which the prisoner has to scrabble on the wall. But he had to have it; Tom said he'd GOT to; there warn't no case of a state prisoner not scrabbling his inscription to leave behind, and his coat of arms. 

""Look at Lady Jane Grey,"" he says; ""look at Gilford Dudley; look at old Northumberland! Why, Huck, s'pose it IS considerble trouble?--what you going to do?--how you going to get around it? Jim's GOT to do his inscription and coat of arms. They all do."" 

Jim says: 

""Why, Mars Tom, I hain't got no coat o' arm; I hain't got nuffn but dish yer ole shirt, en you knows I got to keep de journal on dat."" 

""Oh, you don't understand, Jim; a coat of arms is very different."" 

""Well,"" I says, ""Jim's right, anyway, when he says he ain't got no coat of arms, because he hain't."" 

""I reckon I knowed that,"" Tom says, ""but you bet he'll have one before he goes out of this--because he's going out RIGHT, and there ain't going to be no flaws in his record."" 

So whilst me and Jim filed away at the pens on a brickbat apiece, Jim a-making his'n out of the brass and I making mine out of the spoon, Tom set to work to think out the coat of arms. By and by he said he'd struck so many good ones he didn't hardly know which to take, but there was one which he reckoned he'd decide on. He says:  Q: what job was hard? A: Making pens. Q: what was harder? A: The inscription. Q: who got to scrabble the wall A: The prisoner. Q: who has to do his coat of arms? A: Tom. Q: does he think he has one? A: No. Q: do they all have one? A: No. Q: who is right? A: Jim. Q: who filed way? A: Jim.",at what?,"['At the pens', 'the pens', 'The pens', 'the pens']",3tu5zicbrd13b4c4am1dxb2ihy18qs_8,On a brickbat.,1.0,3tu5zicbrd13b4c4am1dxb2ihy18qs,train
311,"CHAPTER XXXI. 

NELLIE ARDELL'S TROUBLES. 

On the following morning Jerry went to work at the bindery as if nothing had happened. When he went in, Dick Lanning glared at our hero and stopped as if to speak, but changed his mind and walked off without saying a word. 

During the day the young oarsman became much better acquainted with his work and began to like it. 

That night, on leaving the bindery by the side entrance, which opened on a narrow lane, our hero saw Dick Lanning and several of his friends waiting for him. 

He attempted to pass but Lenning put out his foot, and had Jerry not stopped he would have been tripped up. 

""Let me pass,"" said he, sharply, but instead of complying, Lenning took a stand in front of him and hit the youth on the shoulder. 

""I said I'd git square,"" he hissed, savagely. ""If yer ain't afraid, stand up and fight."" 

""I'm not afraid,"" replied Jerry, and pushed him up against the wall. 

Without delay a rough-and-tumble fight ensued. 

""Give it to him, Dick!"" 

""Do the hayseed up!"" 

""Knock him into the middle of next week!"" 

These and a dozen other cries arose on the air, and the crowd kept increasing until fully a hundred spectators surrounded the pair. 

Dick Lanning had caught Jerry unfairly, but the youth soon managed to shake him off, and, hauling back, gave him a clean blow on the end of his unusually long nose, which caused the blood to spurt from that organ in a stream.  Q: Are the two men in this passage friends? A: no. Q: Who is the 'villain' in this scenario? A: Dick Lanning. Q: And the hero? A: Jerry.",Where do they work at?,"['the bindery', 'The Bindery', 'the bindery', 'at the bindery']",3uwn2hhpuy50rrel8sf1a87eoh7snb_3,Jerry works at a bindery and Dick works at a printing office.,1.0,3uwn2hhpuy50rrel8sf1a87eoh7snb,train
312,"(CNN) -- He armors himself, keeps other people guessing and likes to wear a mask. 

Christian Bale is known as a hard worker who immerses himself in his characters. 

Batman? Try Christian Bale. 

Though in his case the armor and mask are metaphorical, the 34-year-old ""Dark Knight"" star likes to keep his personal life as shadowy as a superhero's back story. He's been known to keep a low profile -- ""You will never see me at a party,"" he told the Times of London -- and delights in concocting stories about his life. 

""I make up [things],"" he told Details magazine earlier this year. ""Absolutely. I'm an actor -- I'm not a politician. I always kick myself when I talk too much about family, or personal things. I'll enjoy chatting now and then later I'll regret it."" 

But with the explosive impact of ""The Dark Knight"" -- the film has set box office records in the 10 days since its release, becoming the fastest film to reach the $300 million mark in history -- and the forthcoming release of the fourth ""Terminator,"" which will star Bale, he may find his privacy limited. (""The Dark Knight"" is a Warner Bros. film. The studio, like CNN, is a unit of Time Warner.) 

""Can he stand the glare of the spotlight?"" a rival studio executive asked Entertainment Weekly. ""Being put in major roles and major films?"" 

Already there are signs that Bale has made the jump from actor to movie star. Last week, news of an alleged hotel-room tussle between the actor, his mother and his sister made headlines around the world. Bale, who has denied the allegations, described the incident as ""a deeply personal matter"" and asked the media to ""respect my privacy in the matter"" at a press conference. Watch the latest on the incident »  Q: Which film reached $300 mil the fastest? A: The Dark Knight. Q: Who is the star? A: Christian Bale. Q: is another movie he is in mentioned? A: YEs. Q: what is it? A: Terminator. Q: is he a person who talks about himself a lot? A: No. Q: does he tell the truth about himself? A: Not all of the time. Q: what does he do instead? A: I make up [things]. Q: is he a sloth or a hard worker? A: hard worker. Q: is he a partier? A: No.",who did he tell that he never goes to them?,"['Times of London', 'Times of London', 'the Times of London', 'the Times of London']",3k3r2qnk8b3vh22vwnrw78ui4rxu9k_9,he will never see me at a party.,1.0,3k3r2qnk8b3vh22vwnrw78ui4rxu9k,train
313,"(CNN) -- He armors himself, keeps other people guessing and likes to wear a mask. 

Christian Bale is known as a hard worker who immerses himself in his characters. 

Batman? Try Christian Bale. 

Though in his case the armor and mask are metaphorical, the 34-year-old ""Dark Knight"" star likes to keep his personal life as shadowy as a superhero's back story. He's been known to keep a low profile -- ""You will never see me at a party,"" he told the Times of London -- and delights in concocting stories about his life. 

""I make up [things],"" he told Details magazine earlier this year. ""Absolutely. I'm an actor -- I'm not a politician. I always kick myself when I talk too much about family, or personal things. I'll enjoy chatting now and then later I'll regret it."" 

But with the explosive impact of ""The Dark Knight"" -- the film has set box office records in the 10 days since its release, becoming the fastest film to reach the $300 million mark in history -- and the forthcoming release of the fourth ""Terminator,"" which will star Bale, he may find his privacy limited. (""The Dark Knight"" is a Warner Bros. film. The studio, like CNN, is a unit of Time Warner.) 

""Can he stand the glare of the spotlight?"" a rival studio executive asked Entertainment Weekly. ""Being put in major roles and major films?"" 

Already there are signs that Bale has made the jump from actor to movie star. Last week, news of an alleged hotel-room tussle between the actor, his mother and his sister made headlines around the world. Bale, who has denied the allegations, described the incident as ""a deeply personal matter"" and asked the media to ""respect my privacy in the matter"" at a press conference. Watch the latest on the incident »  Q: Which film reached $300 mil the fastest? A: The Dark Knight. Q: Who is the star? A: Christian Bale. Q: is another movie he is in mentioned? A: YEs. Q: what is it? A: Terminator. Q: is he a person who talks about himself a lot? A: No. Q: does he tell the truth about himself? A: Not all of the time. Q: what does he do instead? A: I make up [things]. Q: is he a sloth or a hard worker? A: hard worker. Q: is he a partier? A: No. Q: who did he tell that he never goes to them? A: Times of London. Q: is he happy when he tells family stories? A: Yes, then regretful. Q: who is the studio behind The Dark Knight? A: Warner Bros. film. Q: is that a part of a larger company? A: Yes. Q: which one? A: Time Warner. Q: does anyone doubt his ability to cope with being in the spotlight? A: Yes. Q: who? A: a rival studio executive.",from which studio?,"['unknown', 'unknown', 'unknown', 'unknown']",3k3r2qnk8b3vh22vwnrw78ui4rxu9k_16,Entertainment Weekly.,1.0,3k3r2qnk8b3vh22vwnrw78ui4rxu9k,train
314,"Bruce and his other two friends, Bruno and Dick lived in the same city in England. They were free in their summer holiday. So they came to a village by a large lake. They liked fishing very much. Then the next day after they got there, they got to a boat and went fishing in the lake. They boated farther and farther. They came to an out-of-way place. They were very happy because there were a lot of fish. When it was time for them to go home, Bruce said to his friends: ""We'd better make a mark here so that we will easily find the place tomorrow."" ""You're right."" Bruno said happily .""Let me do that."" ""How foolish,"" said Bruce. ""If it rains tonight, the rain water will wash the line off, and how can we find the mark tomorrow. You must cut a line with your knife."" Dick came up to them and said angrily. "" Neither of you is clever. How can we find the place if we have another boat tomorrow? We should not go back tonight.""",How many friends were there?,"['Three', 'Two', 'Three', 'Three']",39gxdjn2otevgc8lwlvn3y1qxc9v89_0,4 B: What did Bruce suggest doing to easily find the place the next day?,1.0,39gxdjn2otevgc8lwlvn3y1qxc9v89,train
315,"Canada geese are large blue and white birds .When autumn arrives ,they have to fly south where the weather is warmer .The winters are so cold in Canada that the birds will die if they stay there . Last spring ,Bill Lishman found sixteen young Canada geese on his farm ""They had lost their parents , ""Bill thought . ""These young birds won't know what to do in the autumn . Bill had a small plane and he decided to teach the birds to follow him .All through the summer ,he went on short trips in his plane and the young geese flew after him ."" When the cold weather arrived in autumn ,Bill flew to Virginia in the United States ,600 miles south from his home in Canada .The geese follwed him all the way .Bill flew to Virginia and returned home . This spring ,Bill was waiting for the birds to come back .They didn't arrive ,so Bill flew to Virginia to get them .He looked for them for two weeks but he couldn't find them . When he arrived back home ,Bill found the geese waiting for him .Then had found the way home without him ! Q: What color are Canadian geese? A: blue and white. Q: What time of year do they travel to the warmth? A: autumn. Q: How many young geese did Bill find on his farm? A: 16. Q: What was their problem? A: They had lost their parents. Q: What was Bill's idea to help them? A: to teach the birds to follow him. Q: How far away from his home did Bill fly in the winter? A: 600.",Did Bill use a big plane?,"['no', 'no', 'No', 'no']",3ias3u3i0fg5lj8qbnvmsvug8l72bf_6,yes.,1.0,3ias3u3i0fg5lj8qbnvmsvug8l72bf,train
316,"""What is success""? Mr. Black asked his 6th grade business class. It was his opening conversation for the first class of the term. ""Success is riding in a sweet car, watching an 80-inch( TV, and living in a place with at least twelve rooms."" One student answered, earning laughs from all the students. Mr. Black smiled, but shook his head. ""Tom, that is excess . That is not success."" ""How about being able to provide for your family?"" A blonde girl named Sandy in the front suggested as an answer. ""Now we're getting closer,"" Mr. Black smiled, ""but try thinking about what you need and what you want."" ""Getting everything you want."" Tom shouted out an answer again, trying for more laughs. Mr. Black sighed ."" I believe we've already talked about excess versus(...) success."" ""Getting everything you need, but some of what you want?"" James, sitting in the back wondered aloud. ""Quite right!"" Mr. Black clapped. ""Success is getting everything you need and some of what you want. The more you get that you want, the more successful you are. You do reach a point where you are living in excess, though."" ""What does this have to do with business?"" Tom asked. It seemed if it wasn't funny, he wasn't happy. ""Well, Tom, think of it this way: the point of business is to make a living to support your family. Once you have properly seen to their needs, you can then seen to getting the extras that you want."" ""What if I don't have a family?"" he continued to be difficult. ""Then you have to provide for yourself, a family of one."" ""He has goldfish to think about!"" Peter, Tom's friend, shouted out. ""Then he needs to provide for a family of one with a fishbowl."" Mr. Black corrected himself. Tom nodded, satisfied with that answer. ""So in the next nine weeks, we're going to study basic business situations, like having a checking account and understanding credit cards ."" Tom rubbed his hands together excitedly. ""When do we get to start spending?"" ""You already are, Tom. You're spending time with us!"" Mr. Black laughed. ""Now, let's see what you guys know about credit cards..."" Q: mr black asked what ? A: What is success.",who did he sak ?,"['6th grade business class', 'His 6th grade business clas', 'his 6th grade business class.', 'his 6th grade business class']",3dy46v3x3pivv0a4sw67ngx0iyn55r_1,Tom.,1.0,3dy46v3x3pivv0a4sw67ngx0iyn55r,train
317,"""What is success""? Mr. Black asked his 6th grade business class. It was his opening conversation for the first class of the term. ""Success is riding in a sweet car, watching an 80-inch( TV, and living in a place with at least twelve rooms."" One student answered, earning laughs from all the students. Mr. Black smiled, but shook his head. ""Tom, that is excess . That is not success."" ""How about being able to provide for your family?"" A blonde girl named Sandy in the front suggested as an answer. ""Now we're getting closer,"" Mr. Black smiled, ""but try thinking about what you need and what you want."" ""Getting everything you want."" Tom shouted out an answer again, trying for more laughs. Mr. Black sighed ."" I believe we've already talked about excess versus(...) success."" ""Getting everything you need, but some of what you want?"" James, sitting in the back wondered aloud. ""Quite right!"" Mr. Black clapped. ""Success is getting everything you need and some of what you want. The more you get that you want, the more successful you are. You do reach a point where you are living in excess, though."" ""What does this have to do with business?"" Tom asked. It seemed if it wasn't funny, he wasn't happy. ""Well, Tom, think of it this way: the point of business is to make a living to support your family. Once you have properly seen to their needs, you can then seen to getting the extras that you want."" ""What if I don't have a family?"" he continued to be difficult. ""Then you have to provide for yourself, a family of one."" ""He has goldfish to think about!"" Peter, Tom's friend, shouted out. ""Then he needs to provide for a family of one with a fishbowl."" Mr. Black corrected himself. Tom nodded, satisfied with that answer. ""So in the next nine weeks, we're going to study basic business situations, like having a checking account and understanding credit cards ."" Tom rubbed his hands together excitedly. ""When do we get to start spending?"" ""You already are, Tom. You're spending time with us!"" Mr. Black laughed. ""Now, let's see what you guys know about credit cards..."" Q: mr black asked what ? A: What is success. Q: who did he sak ? A: 6th grade business class. Q: what is success like ? A: riding in a sweet car, watching an 80-inch( TV, and living in a place with at least twelve rooms. Q: was that the right answer ? A: no. Q: the blond girls name is ? A: Sandy. Q: what is the boy students name ? A: Tom. Q: who is sitting in the back ? A: James.",how many students ar named ?,"['four', 'Four', 'Four', 'Four']",3dy46v3x3pivv0a4sw67ngx0iyn55r_7,6.,1.0,3dy46v3x3pivv0a4sw67ngx0iyn55r,train
318,"CHAPTER XXX 

THE RESCUE--CONCLUSION 

The Rovers and the others on the steam tug could scarcely wait for the old man in the dilapidated rowboat to come up alongside. 

""You have a message for us?"" said Dick. ""Hand it over, quick."" 

""The message says as how you-uns will pay me twenty-five dollars fer delivering of it in twenty-four hours,"" said the old man, cautiously. 

""Who is it from?"" 

""It is signed Dora Stanhope and Nellie Laning."" 

""Give it to me--I'll pay you the money,"" cried Tom. 

""All right, reckon as how I kin trust you-uns,"" said the old man. 

It was Jake Shaggam, who had received the message the evening before. He had read it with interest and started out at daylight to find out something about the Rovers and where they might be located. Good fortune had thrown him directly in our young friends' way. 

""This is really a message from the girls!"" cried Tom, reading it hastily. ""It is in Nellie Laning's handwriting."" 

""And Dora Stanhope has signed her name too,"" added Dick. ""I know her signature well."" 

""Of course you do,"" put in Fred, dryly, but nobody paid attention to the sally. 

""They are on the houseboat, and the craft is hidden up Shaggam Creek,"" put in Sam. He turned to the captain of the tug. ""Where is Shaggam Creek?"" 

""This ere is Shaggam Creek, an' I'm Jake Shaggam,"" answered the hermit. ""But you-uns said you'd pay me thet twenty-five dollars."" 

""I will,"" said Tom, and brought out the amount at once.  Q: What was someone delivering? A: a message. Q: Who delivered it? A: Jake Shaggam. Q: What compensation did he expect? A: twenty-five dollars. Q: Who was the message from? A: Dora Stanhope and Nellie Laning.",Was the messenger young?,"['No', 'no', 'no', 'No']",37z929rlg98ym4j55o1dj7d6d02tso_4,Yes.,1.0,37z929rlg98ym4j55o1dj7d6d02tso,train
319,"London, England (CNN) -- ""Some people believe football is a matter of life and death... I assure you it is much, much more important than that."" 

As Bill Shankly, the legendary former manager of English club Liverpool, pointed out shortly before he passed away in 1981, the significance of the beautiful game can never be underestimated -- and that doesn't just apply to fans of the sport, either. 

Soccer can affect lives on a national and international scale, inspiring revolutions and causing wars as well as having the capability to create peace and lift entire nations. 

The ""Football War"" between Honduras and El Salvador in 1969 is perhaps the most famous example of the sport's wider implications. The two Central American nations famously came to blows following their qualification match for the 1970 World Cup. 

Pedro Pinto's World Cup predictions 

But this wasn't the first time, and definitely won't be the last, that the worlds of football and politics collide with remarkable results. 

1. Mussolini manipulates the ""man in black,"" 1934 

""Il Duce"" was determined to use this World Cup on home soil to showcase his fascist Italy. Mussolini had his own trophy created for the event -- the Coppa Del Duce -- which was six times the size of the Jules Rimet, and to this day allegations remain the tournament was fixed so that only Italy would collect it. 

According to the BBC's ""World Cup Stories"" book by Chris Hunt, there were suggestions that the Italian dictator himself picked the referees. In the semifinal against Austria, Mussolini's Azzurri team won 2-1, but after the game their opponents complained the game was fixed.  Q: What sport do people believe is very important? A: Football. Q: Who thinks so? A: Some people. Q: Who died in 1981? A: Bill Shankly. Q: Who was he? A: Former manager of English club Liverpool,. Q: Was he well known? A: Legendary. Q: What happened in 1969? A: The ""Football War"". Q: Who was a part of it? A: Honduras and El Salvador. Q: Are those European nations? A: No. Q: What sparked the conflict? A: They came to blows after qualification. Q: When was that? A: 1970. Q: Was this the only time this happened? A: no. Q: Will it be the last? A: It definitely won't be the last. Q: What other year did it happen? A: 1934.",Who was manipulated?,"['The ""man in black,""', 'the ""man in black,""', 'the ""man in black', 'the ""man in black""']",34v1s5k3gs1afrcu05ttr2g20qg690_13,Mussolini and his team.,1.0,34v1s5k3gs1afrcu05ttr2g20qg690,test
320,"Gujarati is an Indo-Aryan language native to the Indian state of Gujarat. It is part of the greater Indo-European language family. Gujarati is descended from Old Gujarati (""circa"" 1100–1500 AD). In India, it is the official language in the state of Gujarat, as well as an official language in the union territories of Daman and Diu and Dadra and Nagar Haveli. Gujarati is the language of the Gujjars, who had ruled Rajputana and Punjab. 

According to the Central Intelligence Agency (CIA), 4.5% of the Indian population (1.21 billion according to the 2011 census) speaks Gujarati, which amounts to 46 million speakers in India. There are about 50 million speakers of Gujarati worldwide, making it the 26th-most-spoken native language in the world. Gujarati was the first language of Mahatma Gandhi and Muhammad Ali Jinnah. 

Gujarati (also sometimes spelled ""Gujerati"", ""Gujarathi"", ""Guzratee"", ""Guujaratee"", ""Gujarati"", ""Gujrathi"", and ""Gujerathi"") is a modern IA (Indo-Aryan) language evolved from Sanskrit. The traditional practice is to differentiate the IA languages on the basis of three historical stages: Another view postulates successive family tree splits, in which Gujarati is assumed to have separated from other IA languages in four stages: 

The principal changes from Sanskrit are the following: 

Gujarati is then customarily divided into the following three historical stages: Q: What is descended from an old language? A: Gujarati.",What is the old language called?,"['Old Gujarati', 'Old Gujarati', 'Old Gujarati', 'Old Gujarati']",3300dtyqt2hkk5mvnpndply4sz7qed_1,Sanskrit.,1.0,3300dtyqt2hkk5mvnpndply4sz7qed,train
321,"(CNN) -- Lionel Messi is not for sale. 

That was the defiant message from Barcelona's new president, who is adamant that the club's all-time leading goalscorer is going nowhere amid reports French club Paris St Germain want to sign the Argentine. 

Josep Maria Bartomeu will sit down with the four-time World Player of the Year to thrash out a new contract which will see him remain as most highly-paid at the Camp Nou. 

""We want to sit down, without any rush, with Leo's father -- it's not something that's happening tomorrow, we have plenty of time, but we will do what we have to to ensure he's the best paid player,"" said Josep Maria Bartomeu, who assumed control at Barca after Sandro Rosell's resignation last week. 

Messi arrived at Barca in 2000 , graduating through the club's youth system before going on to establish himself as the best player on the planet. 

Since making his first team debut in 2004, Messi has helped the team win six Spanish league titles, two Spanish Cups and three European Champions League crowns. 

Blog: Is Ronaldo really the best? 

The club's determination to keep hold of Messi will be sweet relief to Barca fans after a turbulent few weeks. 

Former president Rosell stepped down after a Spanish judge's decision to investigate the deal which saw Neymar move to Catalonia from Brazilian team Santos last June. 

The club initially announced the deal was worth $78 million, but the breakdown of the agreement was never revealed. 

A Barcelona member launched a case against Rosell for not disclosing the full details and the club was asked by Spanish authorities to hand over documentation, as well as accounts for the past three years.  Q: who is not for sale A: Lionel Messi. Q: who was this message from A: Barcelona's new president. Q: what is he adamant about? A: the club's all-time leading goalscorer is going nowhere. Q: reports are that French club Paris St Germain want to sign with who A: The Argentine.  Lionel Messi. Q: osep Maria Bartomeu will sit down with who? A: Lionel Messi. Q: why? A: To thrash out a new contract. Q: what is the purpose of the contract? A: see him remain as most highly-paid player.",what did Leo's father say about the meeting?,"['We have plenty of time no rush', 'unknown', 'unknown', 'unknown']",3zy8ke4isj31mg8hifcnppmqssxvq7_7,"It's not something that's happening tomorrow, we have plenty of time, but we will do what we have to to ensure he's the best paid player.",1.0,3zy8ke4isj31mg8hifcnppmqssxvq7,train
322,"The North Atlantic Treaty Organization (NATO ; ; '), also called the North Atlantic Alliance, is an intergovernmental military alliance between several North American and European states based on the North Atlantic Treaty that was signed on 4 April 1949. 

NATO constitutes a system of collective defence whereby its member states agree to mutual defence in response to an attack by any external party. Three NATO members (the United States, France and the United Kingdom) are permanent members of the United Nations Security Council with the power to veto and are officially nuclear-weapon states. NATO Headquarters are located in Haren, Brussels, Belgium, while the headquarters of Allied Command Operations is near Mons, Belgium. 

NATO is an alliance that consists of 29 independent member countries across North America and Europe. An additional 21 countries participate in NATO's Partnership for Peace program, with 15 other countries involved in institutionalized dialogue programs. The combined military spending of all NATO members constitutes over 70% of the global total. Members' defense spending is supposed to amount to at least 2% of GDP. 

NATO was little more than a political association until the Korean War galvanized the organization's member states, and an integrated military structure was built up under the direction of two US Supreme Commanders. The course of the Cold War led to a rivalry with nations of the Warsaw Pact, that formed in 1955. Doubts over the strength of the relationship between the European states and the United States ebbed and flowed, along with doubts over the credibility of the NATO defense against a prospective Soviet invasion—doubts that led to the development of the independent French nuclear deterrent and the withdrawal of France from NATO's military structure in 1966 for 30 years. After the fall of the Berlin Wall in Germany in 1989, the organization became involved in the breakup of Yugoslavia, and conducted its first military interventions in Bosnia from 1992 to 1995 and later Yugoslavia in 1999. Politically, the organization sought better relations with former Warsaw Pact countries, several of which joined the alliance in 1999 and 2004. Q: What does NATO stand for A: The North Atlantic Treaty Organization. Q: What else can it be called A: North Atlantic Alliance. Q: What is it A: a military alliance. Q: between who A: North American and European states. Q: When was it signed A: 4 April 1949.",who are the permanent members of NATO,"['the United States, France and the United Kingdom', 'the United States, France and the United Kingdom', 'United States, France and the United Kingdom', 'the United States, France and the United Kingdom']",3vd82fohkqo22vp1clpeas31spqcoi_5,three NATO members are permanent members of the United Nations Security Council with the power to veto and are officially nuclear-weapon states.,1.0,3vd82fohkqo22vp1clpeas31spqcoi,train
323,"The North Atlantic Treaty Organization (NATO ; ; '), also called the North Atlantic Alliance, is an intergovernmental military alliance between several North American and European states based on the North Atlantic Treaty that was signed on 4 April 1949. 

NATO constitutes a system of collective defence whereby its member states agree to mutual defence in response to an attack by any external party. Three NATO members (the United States, France and the United Kingdom) are permanent members of the United Nations Security Council with the power to veto and are officially nuclear-weapon states. NATO Headquarters are located in Haren, Brussels, Belgium, while the headquarters of Allied Command Operations is near Mons, Belgium. 

NATO is an alliance that consists of 29 independent member countries across North America and Europe. An additional 21 countries participate in NATO's Partnership for Peace program, with 15 other countries involved in institutionalized dialogue programs. The combined military spending of all NATO members constitutes over 70% of the global total. Members' defense spending is supposed to amount to at least 2% of GDP. 

NATO was little more than a political association until the Korean War galvanized the organization's member states, and an integrated military structure was built up under the direction of two US Supreme Commanders. The course of the Cold War led to a rivalry with nations of the Warsaw Pact, that formed in 1955. Doubts over the strength of the relationship between the European states and the United States ebbed and flowed, along with doubts over the credibility of the NATO defense against a prospective Soviet invasion—doubts that led to the development of the independent French nuclear deterrent and the withdrawal of France from NATO's military structure in 1966 for 30 years. After the fall of the Berlin Wall in Germany in 1989, the organization became involved in the breakup of Yugoslavia, and conducted its first military interventions in Bosnia from 1992 to 1995 and later Yugoslavia in 1999. Politically, the organization sought better relations with former Warsaw Pact countries, several of which joined the alliance in 1999 and 2004. Q: What does NATO stand for A: The North Atlantic Treaty Organization. Q: What else can it be called A: North Atlantic Alliance. Q: What is it A: a military alliance. Q: between who A: North American and European states. Q: When was it signed A: 4 April 1949. Q: who are the permanent members of NATO A: the United States, France and the United Kingdom. Q: what power do they have A: veto. Q: do they have nuclear weapons A: yes. Q: Where are the headquarters of NATO A: Haren, Brussels, Belgium. Q: where is the ACOs A: near Mons, Belgium. Q: how many independent countries are in NATO A: 29. Q: How many additional for peace program A: 21. Q: how many for dialogue A: 15.",So how many altogether,"['65', '65', '65', '65']",3vd82fohkqo22vp1clpeas31spqcoi_13,46.,1.0,3vd82fohkqo22vp1clpeas31spqcoi,train
324,"CHAPTER XXXII 

LITTLE NELL--CONCLUSION 

Jean Bevoir was now thoroughly cowed, and once having exposed himself he did all in his power to curry favor with those he had so deeply wronged, in the hope that they would relent in their treatment of him and perhaps grant him his ultimate liberty. But neither Henry nor the others would make him any promises, for nobody had any intention of letting him go free. 

""He deserves to become a prisoner,"" said Dave. ""And he ought to be put in solitary confinement and on bread and water."" 

""Right ye are, lad,"" said Barringford. ""He's wuss nor a snake in the grass. I don't wonder Henry felt like pepperin' him on the spot."" 

It was well along in the middle of the afternoon and the rangers who had been out on the hunt were thoroughly tired, yet it was arranged that those who had remained in camp should move to the cave near the falls without delay, after getting minute directions from Jean Bevoir, so that there should be no chance of making a mistake in the route. A strict guard was ordered over the trader and he was given to understand that if anything went wrong with those who set out on the search for little Nell and the others the blame would fall upon him. 

It must be said that the hearts of both Henry and Dave beat rapidly as they pushed along the trail leading towards the falls. Henry, as we know, loved his little sister dearly, and Dave's affection for his little cousin was scarcely less strong. Throughout the whole campaign there had not been a day when they had not thought of her and of what she must be suffering.  Q: What did Dave think Jean deserved? A: To become a prisoner. Q: Where did he think they should put him? A: In solitary confinement. Q: Would he be allowed to eat? A: Bread and water. Q: Who agreed with him? A: Barringford. Q: Who wanted to shoot Jean? A: Henry. Q: How long were the rangers out? A: Till the middle of the afternoon.",What was the reason for their outing?,"['They were hunting', 'hunt', 'out on the hunt', 'hunt']",3kkg4cdwkiyw048ghh0eu4wo5d049w_6,To move to the cave near the falls without delay.,1.0,3kkg4cdwkiyw048ghh0eu4wo5d049w,train
325,"It is easy to say ""to be Best Friends Forever (BFF)"". However, a true BFF helps out when the other is in trouble, not just once or twice, but for a lifetime. Milo is six years old. He has become Eddie's BFF. They are special because they are not humans, but dogs. Their owner, Angie Baker, brought them up. They spent many years playing together. However, last year, Eddie suddenly started walking into dustbins and walls. Soon he lost his eyesight. When Milo felt something was wrong, he decided to act as Eddie's ""guide"" dog. He leads Eddie through the house. When they go for walks, he holds Eddie's leash . Once, Milo had to spend a few nights at the hospital himself. Poor Eddie often bumped into walls and furniture. Ever worse, he got lost during walks. Angie realized how much Eddie depended on his friend. Luckily, Milo is now fine and back at his BFF's side, guiding him through life again. Q: What does BFF stand for? A: Best Friends Forever. Q: Who is Eddie's BFF? A: Milo. Q: How old is he? A: six. Q: How are they special? A: they're dogs. Q: Were they new BFFs? A: no.",Did one of them start to lose their hearing?,"['no', 'No', 'No', 'no']",33fbrbdw6ozzh32l540id6d1c6t8cp_5,"yes, Eddie started walking into dustbins and walls.",1.0,33fbrbdw6ozzh32l540id6d1c6t8cp,train
