,id,title,context,question,answers,generated_answer,hallucination,prompt,correctness,context_hash,split
104,572822233acd2414000df557,Civil_disobedience,"The earliest recorded incidents of collective civil disobedience took place during the Roman Empire[citation needed]. Unarmed Jews gathered in the streets to prevent the installation of pagan images in the Temple in Jerusalem.[citation needed][original research?] In modern times, some activists who commit civil disobedience as a group collectively refuse to sign bail until certain demands are met, such as favorable bail conditions, or the release of all the activists. This is a form of jail solidarity.[page needed] There have also been many instances of solitary civil disobedience, such as that committed by Thoreau, but these sometimes go unnoticed. Thoreau, at the time of his arrest, was not yet a well-known author, and his arrest was not covered in any newspapers in the days, weeks and months after it happened. The tax collector who arrested him rose to higher political office, and Thoreau's essay was not published until after the end of the Mexican War.",Since Thoreau was not a well known writer what happened when he was arrested?,"['his arrest was not covered in any newspapers', 'was not covered in any newspapers', 'his arrest was not covered in any newspapers in the days, weeks and months after it happened', 'was not covered in any newspapers in the days, weeks and months after it happened.']",Thoreau was arrested and imprisoned for refusing to pay a poll tax.,1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,-5994921339676141573,test
105,5728284e3acd2414000df5cf,Civil_disobedience,"In cases where the criminalized behavior is pure speech, civil disobedience can consist simply of engaging in the forbidden speech. An example would be WBAI's broadcasting the track ""Filthy Words"" from a George Carlin comedy album, which eventually led to the 1978 Supreme Court case of FCC v. Pacifica Foundation. Threatening government officials is another classic way of expressing defiance toward the government and unwillingness to stand for its policies. For example, Joseph Haas was arrested for allegedly sending an email to the Lebanon, New Hampshire city councilors stating, ""Wise up or die.""",Civil disobedience can occur when people speak about a certain topic that is deemed as?,"['forbidden', 'criminalized behavior', 'forbidden speech']",Civil disobedience can occur when people speak about a certain topic that is deemed as offensive or hate speech by the government.,1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,720271947175258684,train
106,5728e5f43acd2414000e0174,Civil_disobedience,"In cases where the criminalized behavior is pure speech, civil disobedience can consist simply of engaging in the forbidden speech. An example would be WBAI's broadcasting the track ""Filthy Words"" from a George Carlin comedy album, which eventually led to the 1978 Supreme Court case of FCC v. Pacifica Foundation. Threatening government officials is another classic way of expressing defiance toward the government and unwillingness to stand for its policies. For example, Joseph Haas was arrested for allegedly sending an email to the Lebanon, New Hampshire city councilors stating, ""Wise up or die.""",What is one way of digital civil disobedience that can have far reaching consequences?,"['Supreme Court case', 'broadcasting', 'email', 'sending an email']",One way of digital civil disobedience that can have far reaching consequences is threatening government officials through online communication.,1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,720271947175258684,train
107,5728e715ff5b5019007da914,Civil_disobedience,"Some forms of civil disobedience, such as illegal boycotts, refusals to pay taxes, draft dodging, distributed denial-of-service attacks, and sit-ins, make it more difficult for a system to function. In this way, they might be considered coercive. Brownlee notes that ""although civil disobedients are constrained in their use of coercion by their conscientious aim to engage in moral dialogue, nevertheless they may find it necessary to employ limited coercion in order to get their issue onto the table."" The Plowshares organization temporarily closed GCSB Waihopai by padlocking the gates and using sickles to deflate one of the large domes covering two satellite dishes.",What is a type of disobedience against the federal government?,"['refusals to pay taxes', 'civil disobedience']",One type of disobedience against the federal government is distributed denial-of-service attacks.,1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,-6388157795615665395,train
108,5728ebcb3acd2414000e01db,Civil_disobedience,"An important decision for civil disobedients is whether or not to plead guilty. There is much debate on this point, as some believe that it is a civil disobedient's duty to submit to the punishment prescribed by law, while others believe that defending oneself in court will increase the possibility of changing the unjust law. It has also been argued that either choice is compatible with the spirit of civil disobedience. ACT-UP's Civil Disobedience Training handbook states that a civil disobedient who pleads guilty is essentially stating, ""Yes, I committed the act of which you accuse me. I don't deny it; in fact, I am proud of it. I feel I did the right thing by violating this particular law; I am guilty as charged,"" but that pleading not guilty sends a message of, ""Guilt implies wrong-doing. I feel I have done no wrong. I may have violated some specific laws, but I am guilty of doing no wrong. I therefore plead not guilty."" A plea of no contest is sometimes regarded as a compromise between the two. One defendant accused of illegally protesting nuclear power, when asked to enter his plea, stated, ""I plead for the beauty that surrounds us""; this is known as a ""creative plea,"" and will usually be interpreted as a plea of not guilty.",Why would one plead guilty to a crime involving civil disobedience?,"['proud of it', 'have violated some specific laws, but I am guilty of doing no w', 'I feel I did the right thing by violating this particular law']","One might plead guilty to a crime involving civil disobedience as a form of silent protest against the unjust law, to indicate that they did the right thing by violating that specific law, and to take ownership of their actions while remaining committed to their principles.",1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,-149347242849202582,test
109,5728eef92ca10214002daab1,Civil_disobedience,"Sometimes the prosecution proposes a plea bargain to civil disobedients, as in the case of the Camden 28, in which the defendants were offered an opportunity to plead guilty to one misdemeanor count and receive no jail time. In some mass arrest situations, the activists decide to use solidarity tactics to secure the same plea bargain for everyone. But some activists have opted to enter a blind plea, pleading guilty without any plea agreement in place. Mohandas Gandhi pleaded guilty and told the court, ""I am here to . . . submit cheerfully to the highest penalty that can be inflicted upon me for what in law is a deliberate crime and what appears to me to be the highest duty of a citizen.""",What is usually the goal of taking a plea bargain?,"['receive no jail time', 'plead guilty to one misdemeanor count and receive no jail time', 'no jail time']","The goal of taking a plea bargain is typically to receive a lesser penalty, such as fines or community service, in exchange for pleading guilty to lesser charges or reduced sentences.",1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,7665940007172432926,train
110,5728fb6a1d04691400778ef6,Civil_disobedience,"One theory is that, while disobedience may be helpful, any great amount of it would undermine the law by encouraging general disobedience which is neither conscientious nor of social benefit. Therefore, conscientious lawbreakers must be punished. Michael Bayles argues that if a person violates a law in order to create a test case as to the constitutionality of a law, and then wins his case, then that act did not constitute civil disobedience. It has also been argued that breaking the law for self-gratification, as in the case of a homosexual or cannabis user who does not direct his act at securing the repeal of amendment of the law, is not civil disobedience. Likewise, a protestor who attempts to escape punishment by committing the crime covertly and avoiding attribution, or by denying having committed the crime, or by fleeing the jurisdiction, is generally viewed as not being a civil disobedient.",Why should disobedience by the general public be avoided?,"['any great amount of it would undermine the law', 'conscientious lawbreakers', 'neither conscientious nor of social benefit']","To maintain the law and order, disobedience by the general public should be avoided because it can encourage further acts of disobedience and undermine the social and moral values.",1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,-4275794303894634084,train
111,5728fd3c3f37b31900477f2f,Civil_disobedience,"Along with giving the offender his ""just deserts"", achieving crime control via incapacitation and deterrence is a major goal of criminal punishment. Brownlee argues, ""Bringing in deterrence at the level of justification detracts from the law’s engagement in a moral dialogue with the offender as a rational person because it focuses attention on the threat of punishment and not the moral reasons to follow this law."" Leonard Hubert Hoffmann writes, ""In deciding whether or not to impose punishment, the most important consideration would be whether it would do more harm than good. This means that the objector has no right not to be punished. It is a matter for the state (including the judges) to decide on utilitarian grounds whether to do so or not.""",What should the punishment rely on instead in a just society?,"['whether it would do more harm than good', 'moral reasons to follow this law']","In a just society, the punishment should rely on rehabilitation and restorative justice, rather than just deterrence and incapacitation.",1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,3538244800726565969,train
112,57273cca708984140094db37,Construction,"Large-scale construction requires collaboration across multiple disciplines. An architect normally manages the job, and a construction manager, design engineer, construction engineer or project manager supervises it. For the successful execution of a project, effective planning is essential. Those involved with the design and execution of the infrastructure in question must consider zoning requirements, the environmental impact of the job, the successful scheduling, budgeting, construction-site safety, availability and transportation of building materials, logistics, inconvenience to the public caused by construction delays and bidding, etc. The largest construction projects are referred to as megaprojects.","Zoning requirements, environmental impact, budgeting, and logistics are things who should consider?","['Those involved with the design and execution of the infrastructure in question', 'Those involved with the design and execution of the infrastructure']","Architects, design engineers, construction engineers, project managers, construction managers, design engineers, and construction engineers should consider zoning requirements, environmental impact, budgeting, and logistics for a successful large-scale construction project.",1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,8731815156925577614,train
113,57274971708984140094dbbc,Private_school,"Although most are non-aligned, some of the best known independent schools also belong to the large, long-established religious foundations, such as the Anglican Church, Uniting Church and Presbyterian Church, but in most cases, they do not insist on their students’ religious allegiance. These schools are typically viewed as 'elite schools'. Many of the 'grammar schools' also fall in this category. They are usually expensive schools that tend to be up-market and traditional in style, some Catholic schools fall into this category as well, e.g. St Joseph's College, Gregory Terrace, Saint Ignatius' College, Riverview, St Gregory's College, Campbelltown, St Aloysius' College (Sydney) and St Joseph's College, Hunters Hill, as well as Loreto Kirribilli, Monte Sant Angelo Mercy College, St Ursula's College and Loreto Normanhurst for girls.",What denomination operates St Joseph's College?,['Catholic'],St Joseph's College is an Anglican school.,1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,-4171770800343433097,train
114,57274971708984140094dbbe,Private_school,"Although most are non-aligned, some of the best known independent schools also belong to the large, long-established religious foundations, such as the Anglican Church, Uniting Church and Presbyterian Church, but in most cases, they do not insist on their students’ religious allegiance. These schools are typically viewed as 'elite schools'. Many of the 'grammar schools' also fall in this category. They are usually expensive schools that tend to be up-market and traditional in style, some Catholic schools fall into this category as well, e.g. St Joseph's College, Gregory Terrace, Saint Ignatius' College, Riverview, St Gregory's College, Campbelltown, St Aloysius' College (Sydney) and St Joseph's College, Hunters Hill, as well as Loreto Kirribilli, Monte Sant Angelo Mercy College, St Ursula's College and Loreto Normanhurst for girls.",Who attends Loreto Normanhurst?,['girls'],"Loreto Normanhurst is an elite, expensive and traditional school that is typically attended by privileged Australian families from the Catholic community, and offers a rigorous academic education in a faith-based setting.",1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,-4171770800343433097,train
115,57274a1edd62a815002e9a9c,Private_school,"The right to create private schools in Germany is in Article 7, Paragraph 4 of the Grundgesetz and cannot be suspended even in a state of emergency. It is also not possible to abolish these rights. This unusual protection of private schools was implemented to protect these schools from a second Gleichschaltung or similar event in the future. Still, they are less common than in many other countries. Overall, between 1992 and 2008 the percent of pupils in such schools in Germany increased from 6.1% to 7.8% (including rise from 0.5% to 6.1% in the former GDR). Percent of students in private high schools reached 11.1%.",What percentage of German students attended private schools in 2008?,"['7.8%', '7.8']","In 2008, 11.1% of German students attended private schools.",1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,8497011126141563698,train
116,57274f49f1498d1400e8f61f,Private_school,"Private schools are often Anglican, such as King's College and Diocesan School for Girls in Auckland, St Paul's Collegiate School in Hamilton, St Peter's School in Cambridge, Samuel Marsden Collegiate School in Wellington, and Christ's College and St Margaret's College in Christchurch; or Presbyterian, such as Saint Kentigern College and St Cuthbert's College in Auckland, Scots College and Queen Margaret College in Wellington, and St Andrew's College and Rangi Ruru Girls' School in Christchurch. Academic Colleges Group is a recent group of private schools run as a business, with schools throughout Auckland, including ACG Senior College in Auckland’s CBD, ACG Parnell College in Parnell, and international school ACG New Zealand International College. There are three private schools (including the secondary school, St Dominic's College) operated by the Catholic schismatic group, the Society of St Pius X in Wanganui.",Where is Samuel Marsden Collegiate School located?,['Wellington'],Samuel Marsden Collegiate School is located in Hamilton.,1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,1038872097175029587,test
117,572758e0f1498d1400e8f6ae,Private_school,"Funding for private schools is generally provided through student tuition, endowments, scholarship/voucher funds, and donations and grants from religious organizations or private individuals. Government funding for religious schools is either subject to restrictions or possibly forbidden, according to the courts' interpretation of the Establishment Clause of the First Amendment or individual state Blaine Amendments. Non-religious private schools theoretically could qualify for such funding without hassle, preferring the advantages of independent control of their student admissions and course content instead of the public funding they could get with charter status.","Along with tuition, scholarships, vouchers, donations and grants, where does funding for private schools come from?",['endowments'],"Funding for private schools comes from student tuition, scholarships/voucher funds, donations and grants from religious organizations or private individuals, and potential government funding subject to restrictions or legal limitations.",1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,6782464362104689039,train
118,5727aeac3acd2414000de98a,Harvard_University,"Harvard is a large, highly residential research university. The nominal cost of attendance is high, but the University's large endowment allows it to offer generous financial aid packages. It operates several arts, cultural, and scientific museums, alongside the Harvard Library, which is the world's largest academic and private library system, comprising 79 individual libraries with over 18 million volumes. Harvard's alumni include eight U.S. presidents, several foreign heads of state, 62 living billionaires, 335 Rhodes Scholars, and 242 Marshall Scholars. To date, some 150 Nobel laureates, 18 Fields Medalists and 13 Turing Award winners have been affiliated as students, faculty, or staff.",How many US presidents are alumni of the school?,"['eight', 'eight U.S. presidents']","Harvard is a highly residential research university located in Cambridge, Massachusetts, United States.",1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,7751147766574788861,train
119,5727aec03acd2414000de995,Harvard_University,"The University is organized into eleven separate academic units—ten faculties and the Radcliffe Institute for Advanced Study—with campuses throughout the Boston metropolitan area: its 209-acre (85 ha) main campus is centered on Harvard Yard in Cambridge, approximately 3 miles (5 km) northwest of Boston; the business school and athletics facilities, including Harvard Stadium, are located across the Charles River in the Allston neighborhood of Boston and the medical, dental, and public health schools are in the Longwood Medical Area. Harvard's $37.6 billion financial endowment is the largest of any academic institution.",What is the name of the area that the main campus is centered in Cambridge?,['Harvard Yard'],The main campus of Harvard University is centered in Cambridge.,1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,-1775605052293698395,train
120,5727cff1ff5b5019007d95c5,Harvard_University,"Harvard has the largest university endowment in the world. As of September 2011[update], it had nearly regained the loss suffered during the 2008 recession. It was worth $32 billion in 2011, up from $28 billion in September 2010 and $26 billion in 2009. It suffered about 30% loss in 2008-09. In December 2008, Harvard announced that its endowment had lost 22% (approximately $8 billion) from July to October 2008, necessitating budget cuts. Later reports suggest the loss was actually more than double that figure, a reduction of nearly 50% of its endowment in the first four months alone. Forbes in March 2009 estimated the loss to be in the range of $12 billion. One of the most visible results of Harvard's attempt to re-balance its budget was their halting of construction of the $1.2 billion Allston Science Complex that had been scheduled to be completed by 2011, resulting in protests from local residents. As of 2012[update], Harvard University had a total financial aid reserve of $159 million for students, and a Pell Grant reserve of $4.093 million available for disbursement.",How great were the losses suffered in the the financial crisis of 2008-09 to Harvard endowment?,"['30% loss', '$12 billion']","Harvard endowment lost approximately 50% of its value in the first four months of the 2008-09 financial crisis, resulting in a reduction of nearly $20 billion.",1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,9053616365320259329,test
121,5728128cff5b5019007d9c79,"Jacksonville,_Florida","During the American Civil War, Jacksonville was a key supply point for hogs and cattle being shipped from Florida to aid the Confederate cause. The city was blockaded by Union forces, who gained control of the nearby Fort Clinch. Though no battles were fought in Jacksonville proper, the city changed hands several times between Union and Confederate forces. The Skirmish of the Brick Church in 1862 just outside Jacksonville proper resulted in the first Confederate victory in Florida. In February 1864 Union forces left Jacksonville and confronted a Confederate Army at the Battle of Olustee resulting in a Confederate victory. Union forces then retreated to Jacksonville and held the city for the remainder of the war. In March 1864 a Confederate cavalry confronted a Union expedition resulting in the Battle of Cedar Creek. Warfare and the long occupation left the city disrupted after the war.",What factors negatively impacted Jacksonville following the war?,['Warfare and the long occupation'],"The American Civil War resulted in significant destruction and chaos in Jacksonville, including blockades and battles which damaged the city and disrupted its operations, leading to long-lasting negative impacts.",1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,-6673332863881715500,train
122,572827fc3acd2414000df5bb,"Jacksonville,_Florida","As of 2010[update], there were 366,273 households out of which 11.8% were vacant. 23.9% of households had children under the age of 18 living with them, 43.8% were married couples, 15.2% had a female householder with no husband present, and 36.4% were non-families. 29.7% of all households were made up of individuals and 7.9% had someone living alone who was 65 years of age or older. The average household size was 2.55 and the average family size was 3.21. In the city, the population was spread out with 23.9% under the age of 18, 10.5% from 18 to 24, 28.5% from 25 to 44, 26.2% from 45 to 64, and 10.9% who were 65 years of age or older. The median age was 35.5 years. For every 100 females there were 94.1 males. For every 100 females age 18 and over, there were 91.3 males.",What portion of households in Jacksonville have only one person?,['29.7%'],"According to the given data, 7.9% of households in Jacksonville have only one person.",1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,-597228037433810168,train
123,572827fc3acd2414000df5bd,"Jacksonville,_Florida","As of 2010[update], there were 366,273 households out of which 11.8% were vacant. 23.9% of households had children under the age of 18 living with them, 43.8% were married couples, 15.2% had a female householder with no husband present, and 36.4% were non-families. 29.7% of all households were made up of individuals and 7.9% had someone living alone who was 65 years of age or older. The average household size was 2.55 and the average family size was 3.21. In the city, the population was spread out with 23.9% under the age of 18, 10.5% from 18 to 24, 28.5% from 25 to 44, 26.2% from 45 to 64, and 10.9% who were 65 years of age or older. The median age was 35.5 years. For every 100 females there were 94.1 males. For every 100 females age 18 and over, there were 91.3 males.",Which gender is more populous across all groups in Jacksonville?,['females'],"In Jacksonville, males are more populous across all groups in 18 and over.",1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,-597228037433810168,train
124,5727e6cbff5b5019007d97f2,Economic_inequality,"A study by the World Institute for Development Economics Research at United Nations University reports that the richest 1% of adults alone owned 40% of global assets in the year 2000. The three richest people in the world possess more financial assets than the lowest 48 nations combined. The combined wealth of the ""10 million dollar millionaires"" grew to nearly $41 trillion in 2008. A January 2014 report by Oxfam claims that the 85 wealthiest individuals in the world have a combined wealth equal to that of the bottom 50% of the world's population, or about 3.5 billion people. According to a Los Angeles Times analysis of the report, the wealthiest 1% owns 46% of the world's wealth; the 85 richest people, a small part of the wealthiest 1%, own about 0.7% of the human population's wealth, which is the same as the bottom half of the population. More recently, in January 2015, Oxfam reported that the wealthiest 1 percent will own more than half of the global wealth by 2016. An October 2014 study by Credit Suisse also claims that the top 1% now own nearly half of the world's wealth and that the accelerating disparity could trigger a recession. In October 2015, Credit Suisse published a study which shows global inequality continues to increase, and that half of the world's wealth is now in the hands of those in the top percentile, whose assets each exceed $759,900. A 2016 report by Oxfam claims that the 62 wealthiest individuals own as much wealth as the poorer half of the global population combined. Oxfam's claims have however been questioned on the basis of the methodology used: by using net wealth (adding up assets and subtracting debts), the Oxfam report, for instance, finds that there are more poor people in the United States and Western Europe than in China (due to a greater tendency to take on debts).[unreliable source?][unreliable source?] Anthony Shorrocks, the lead author of the Credit Suisse report which is one of the sources of Oxfam's data, considers the criticism about debt to be a ""silly argument"" and ""a non-issue . . . a diversion.""",Why does Oxfam and Credit Suisse believe their findings are being doubted?,"['there are more poor people in the United States and Western Europe than in China', 'the basis of the methodology used', 'a diversion']",Oxfam and Credit Suisse believe their findings are being doubted due to methodological disagreements.,1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,-1543914019688645993,train
125,5729d36b1d0469140077960b,Economic_inequality,"A study by the World Institute for Development Economics Research at United Nations University reports that the richest 1% of adults alone owned 40% of global assets in the year 2000. The three richest people in the world possess more financial assets than the lowest 48 nations combined. The combined wealth of the ""10 million dollar millionaires"" grew to nearly $41 trillion in 2008. A January 2014 report by Oxfam claims that the 85 wealthiest individuals in the world have a combined wealth equal to that of the bottom 50% of the world's population, or about 3.5 billion people. According to a Los Angeles Times analysis of the report, the wealthiest 1% owns 46% of the world's wealth; the 85 richest people, a small part of the wealthiest 1%, own about 0.7% of the human population's wealth, which is the same as the bottom half of the population. More recently, in January 2015, Oxfam reported that the wealthiest 1 percent will own more than half of the global wealth by 2016. An October 2014 study by Credit Suisse also claims that the top 1% now own nearly half of the world's wealth and that the accelerating disparity could trigger a recession. In October 2015, Credit Suisse published a study which shows global inequality continues to increase, and that half of the world's wealth is now in the hands of those in the top percentile, whose assets each exceed $759,900. A 2016 report by Oxfam claims that the 62 wealthiest individuals own as much wealth as the poorer half of the global population combined. Oxfam's claims have however been questioned on the basis of the methodology used: by using net wealth (adding up assets and subtracting debts), the Oxfam report, for instance, finds that there are more poor people in the United States and Western Europe than in China (due to a greater tendency to take on debts).[unreliable source?][unreliable source?] Anthony Shorrocks, the lead author of the Credit Suisse report which is one of the sources of Oxfam's data, considers the criticism about debt to be a ""silly argument"" and ""a non-issue . . . a diversion.""",Why are there more poor people in the United States and Europe than China?,['greater tendency to take on debts'],"The answer to the question is not related to the topic, as the question is asking ""Why are there more poor people in the United States and Europe than China?"" and the statement mentions the top 1-5% of wealth only, not poverty.",1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,-1543914019688645993,train
126,5727ea45ff5b5019007d986f,Economic_inequality,"In Marxian analysis, capitalist firms increasingly substitute capital equipment for labor inputs (workers) under competitive pressure to reduce costs and maximize profits. Over the long-term, this trend increases the organic composition of capital, meaning that less workers are required in proportion to capital inputs, increasing unemployment (the ""reserve army of labour""). This process exerts a downward pressure on wages. The substitution of capital equipment for labor (mechanization and automation) raises the productivity of each worker, resulting in a situation of relatively stagnant wages for the working class amidst rising levels of property income for the capitalist class.",What impact does workers working harder have on productivity of a business?,"['less workers are required', 'raises the productivity of each worker,']","Improving the productivity of workers through their increased effort has no impact on the productivity of a business in a capitalist system where capital equipment is increasingly substituted for labor inputs, as wages are stagnated or falling, while property income for the capitalist class rises.",1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,8750421072679910182,train
127,5727ea45ff5b5019007d9870,Economic_inequality,"In Marxian analysis, capitalist firms increasingly substitute capital equipment for labor inputs (workers) under competitive pressure to reduce costs and maximize profits. Over the long-term, this trend increases the organic composition of capital, meaning that less workers are required in proportion to capital inputs, increasing unemployment (the ""reserve army of labour""). This process exerts a downward pressure on wages. The substitution of capital equipment for labor (mechanization and automation) raises the productivity of each worker, resulting in a situation of relatively stagnant wages for the working class amidst rising levels of property income for the capitalist class.","When less workers are required, what happens to the job market?",['increasing unemployment'],"As less workers are required, the job market becomes less competitive and more centralized, resulting in a smaller number of jobs available for workers.",1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,8750421072679910182,train
128,5727ea45ff5b5019007d9871,Economic_inequality,"In Marxian analysis, capitalist firms increasingly substitute capital equipment for labor inputs (workers) under competitive pressure to reduce costs and maximize profits. Over the long-term, this trend increases the organic composition of capital, meaning that less workers are required in proportion to capital inputs, increasing unemployment (the ""reserve army of labour""). This process exerts a downward pressure on wages. The substitution of capital equipment for labor (mechanization and automation) raises the productivity of each worker, resulting in a situation of relatively stagnant wages for the working class amidst rising levels of property income for the capitalist class.",What impact does higher worker productivity and leveled pay have on higher earners?,"['rising levels of property income', 'downward pressure on wages']","The impact of higher worker productivity and leveled pay on higher earners is that they receive higher incomes, but this does not necessarily translate to a proportionate increase in their purchasing power.",1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,8750421072679910182,train
129,5729d609af94a219006aa661,Economic_inequality,"In Marxian analysis, capitalist firms increasingly substitute capital equipment for labor inputs (workers) under competitive pressure to reduce costs and maximize profits. Over the long-term, this trend increases the organic composition of capital, meaning that less workers are required in proportion to capital inputs, increasing unemployment (the ""reserve army of labour""). This process exerts a downward pressure on wages. The substitution of capital equipment for labor (mechanization and automation) raises the productivity of each worker, resulting in a situation of relatively stagnant wages for the working class amidst rising levels of property income for the capitalist class.",What do capitalist firms substitute equipment for in a Marxian analysis?,"['labor inputs (workers)', 'labor inputs']",Capitalist firms substitute labor (workers) for capital equipment under competitive pressure to reduce costs and maximize profits in a Marxian analysis.,1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,8750421072679910182,train
130,5729e38daf94a219006aa6a0,Economic_inequality,"John Schmitt and Ben Zipperer (2006) of the CEPR point to economic liberalism and the reduction of business regulation along with the decline of union membership as one of the causes of economic inequality. In an analysis of the effects of intensive Anglo-American liberal policies in comparison to continental European liberalism, where unions have remained strong, they concluded ""The U.S. economic and social model is associated with substantial levels of social exclusion, including high levels of income inequality, high relative and absolute poverty rates, poor and unequal educational outcomes, poor health outcomes, and high rates of crime and incarceration. At the same time, the available evidence provides little support for the view that U.S.-style labor-market flexibility dramatically improves labor-market outcomes. Despite popular prejudices to the contrary, the U.S. economy consistently affords a lower level of economic mobility than all the continental European countries for which data is available.""",How much support does evidence provide for the view that labor-market flexibility improves labor-market outcomes?,"['little', 'little support']","Despite popular prejudices to the contrary, the U.S. economy consistently affords a lower level of economic mobility than all the continental European countries for which data is available.",1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,616991063996426890,train
131,5729f1283f37b319004785d9,Economic_inequality,"Trade liberalization may shift economic inequality from a global to a domestic scale. When rich countries trade with poor countries, the low-skilled workers in the rich countries may see reduced wages as a result of the competition, while low-skilled workers in the poor countries may see increased wages. Trade economist Paul Krugman estimates that trade liberalisation has had a measurable effect on the rising inequality in the United States. He attributes this trend to increased trade with poor countries and the fragmentation of the means of production, resulting in low skilled jobs becoming more tradeable. However, he concedes that the effect of trade on inequality in America is minor when compared to other causes, such as technological innovation, a view shared by other experts. Empirical economists Max Roser and Jesus Crespo-Cuaresma find support in the data that international trade is increasing income inequality. They empirically confirm the predictions of the Stolper–Samuelson theorem regarding the effects of international trade on the distribution of incomes. Lawrence Katz estimates that trade has only accounted for 5-15% of rising income inequality. Robert Lawrence argues that technological innovation and automation has meant that low-skilled jobs have been replaced by machine labor in wealthier nations, and that wealthier countries no longer have significant numbers of low-skilled manufacturing workers that could be affected by competition from poor countries.",What does Paul Krugmen think has had an observable effect on inequality in the U.S.?,['trade liberalisation'],"According to trade economist Paul Krugman, increased trade with poor countries and the fragmentation of the means of production have had a minor effect on rising inequality in the United States, which he attributes to technological innovation, international trade, and automation.",1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,-8786865158700730691,test
132,5727fd123acd2414000df187,Economic_inequality,"In many countries, there is a Gender pay gap in favor of males in the labor market. Several factors other than discrimination may contribute to this gap. On average, women are more likely than men to consider factors other than pay when looking for work, and may be less willing to travel or relocate. Thomas Sowell, in his book Knowledge and Decisions, claims that this difference is due to women not taking jobs due to marriage or pregnancy, but income studies show that that does not explain the entire difference. A U.S. Census's report stated that in US once other factors are accounted for there is still a difference in earnings between women and men. The income gap in other countries ranges from 53% in Botswana to -40% in Bahrain.",What is attributed to the income inequality in the United States?,"['women not taking jobs due to marriage or pregnancy', 'less willing to travel or relocate', 'not taking jobs due to marriage or pregnancy']","In the United States, the income inequality is attributed to a combination of factors including discrimination, differences in career choices, lack of access to education and training, and societal expectations and norms.",1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,3603895757267767482,train
133,5727ff083acd2414000df1ae,Economic_inequality,"Economist Simon Kuznets argued that levels of economic inequality are in large part the result of stages of development. According to Kuznets, countries with low levels of development have relatively equal distributions of wealth. As a country develops, it acquires more capital, which leads to the owners of this capital having more wealth and income and introducing inequality. Eventually, through various possible redistribution mechanisms such as social welfare programs, more developed countries move back to lower levels of inequality.",What leads to lower income inequality?,"['redistribution mechanisms', 'redistribution mechanisms such as social welfare programs']","A lower level of development, which leads to a more equal distribution of wealth.",1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,-7403362783225005305,train
134,572a1f086aef0514001552c2,Economic_inequality,"The smaller the economic inequality, the more waste and pollution is created, resulting in many cases, in more environmental degradation. This can be explained by the fact that as the poor people in the society become more wealthy, it increases their yearly carbon emissions. This relation is expressed by the Environmental Kuznets Curve (EKC).[not in citation given] It should be noted here however that in certain cases, with great economic inequality, there is nonetheless not more waste and pollution created as the waste/pollution is cleaned up better afterwards (water treatment, filtering, ...).... Also note that the whole of the increase in environmental degradation is the result of the increase of emissions per person being multiplied by a multiplier. If there were fewer people however, this multiplier would be lower, and thus the amount of environmental degradation would be lower as well. As such, the current high level of population has a large impact on this as well. If (as WWF argued), population levels would start to drop to a sustainable level (1/3 of current levels, so about 2 billion people), human inequality can be addressed/corrected, while still not resulting in an increase of environmental damage.",What does the current high level of population have a large impact on?,"['this as well', 'environmental degradation']",The current high level of population has a large impact on the increase of waste and pollution caused by economic inequality.,1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,1413747830839922581,test
