,id,title,context,question,answers,hallucination,generated_answer,gpt_hallucination,prompt,context_id,split
108,573314e3d058e614000b56f1,Warsaw,"The city is the seat of a Roman Catholic archdiocese (left bank of the Vistula) and diocese (right bank), and possesses various universities, most notably the Polish Academy of Sciences and the University of Warsaw, two opera houses, theatres, museums, libraries and monuments. The historic city-centre of Warsaw with its picturesque Old Town in 1980 was listed as a UNESCO World Heritage Site. Other main architectural attractions include the Castle Square with the Royal Castle and the iconic King Sigismund's Column, St. John's Cathedral, Market Square, palaces, churches and mansions all displaying a richness of colour and architectural detail. Buildings represent examples of nearly every European architectural style and historical period. Warsaw provides many examples of architecture from the gothic, renaissance, baroque and neoclassical periods, and around a quarter of the city is filled with luxurious parks and royal gardens.",What is another notable university in Warsaw after the University of Warsaw?,['Polish Academy of Sciences'],False,"The Polish Academy of Sciences is noted as a university in the context, but it is typically considered an academy rather than a university. After the University of Warsaw, another notable institution in Warsaw is not explicitly mentioned, so based on common knowledge and the context provided, there is ""Unable to answer based on given context.""",True,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ",295,train
109,57339eb9d058e614000b5ef9,Warsaw,"As interesting examples of expositions the most notable are: the world's first Museum of Posters boasting one of the largest collections of art posters in the world, Museum of Hunting and Riding and the Railway Museum. From among Warsaw's 60 museums, the most prestigious ones are National Museum with a collection of works whose origin ranges in time from antiquity till the present epoch as well as one of the best collections of paintings in the country including some paintings from Adolf Hitler's private collection, and Museum of the Polish Army whose set portrays the history of arms.",What does the National Museum boast having from Adolf Hitler's private collection?,"['paintings', 'some paintings']",True,Unable to answer based on given context.,True,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ",27,train
110,5733d13e4776f419006612c8,French_and_Indian_War,"In 1755, six colonial governors in North America met with General Edward Braddock, the newly arrived British Army commander, and planned a four-way attack on the French. None succeeded and the main effort by Braddock was a disaster; he was defeated in the Battle of the Monongahela on July 9, 1755 and died a few days later. British operations in 1755, 1756 and 1757 in the frontier areas of Pennsylvania and New York all failed, due to a combination of poor management, internal divisions, and effective Canadian scouts, French regular forces, and Indian warrior allies. In 1755, the British captured Fort Beauséjour on the border separating Nova Scotia from Acadia; soon afterward they ordered the expulsion of the Acadians. Orders for the deportation were given by William Shirley, Commander-in-Chief, North America, without direction from Great Britain. The Acadians, both those captured in arms and those who had sworn the loyalty oath to His Britannic Majesty, were expelled. Native Americans were likewise driven off their land to make way for settlers from New England.",What order did British make of French?,"['expulsion', 'expulsion of the Acadians', 'deportation']",True,Unable to answer based on given context.,True,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ",127,train
111,5733dd4f4776f419006613ab,French_and_Indian_War,"In his extensively detailed report, Céloron wrote, ""All I can say is that the Natives of these localities are very badly disposed towards the French, and are entirely devoted to the English. I don't know in what way they could be brought back."" Even before his return to Montreal, reports on the situation in the Ohio Country were making their way to London and Paris, each side proposing that action be taken. William Shirley, the expansionist governor of the Province of Massachusetts Bay, was particularly forceful, stating that British colonists would not be safe as long as the French were present. Conflicts between the colonies, accomplished through raiding parties that included Indian allies, had taken place for decades, leading to a brisk trade in European colonial captives from either side.",How were leaders back in Europe feeling about news from Celeron expedition?,"['proposing that action be taken', 'each side proposing that action be taken']",True,"Based on the given context, leaders in Europe were receiving reports about the negative disposition of Native Americans towards the French and the proposal to take action against the French presence, as evidenced by the forceful statements from William Shirley.",True,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ",145,test
112,5733f1784776f41900661575,French_and_Indian_War,"Even before Washington returned, Dinwiddie had sent a company of 40 men under William Trent to that point, where in the early months of 1754 they began construction of a small stockaded fort. Governor Duquesne sent additional French forces under Claude-Pierre Pecaudy de Contrecœur to relieve Saint-Pierre during the same period, and Contrecœur led 500 men south from Fort Venango on April 5, 1754. When these forces arrived at the fort on April 16, Contrecœur generously allowed Trent's small company to withdraw. He purchased their construction tools to continue building what became Fort Duquesne.",How many men did Duquesne send to relieve  Saint-Pierre ?,"['additional French forces', '40', '40 men', 'Contrecœur led 500 men south from Fort Venango on April 5, 1754']",True,Unable to answer based on given context.,True,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ",79,train
113,5733ffa7d058e614000b674f,French_and_Indian_War,"French irregular forces (Canadian scouts and Indians) harassed Fort William Henry throughout the first half of 1757. In January they ambushed British rangers near Ticonderoga. In February they launched a daring raid against the position across the frozen Lake George, destroying storehouses and buildings outside the main fortification. In early August, Montcalm and 7,000 troops besieged the fort, which capitulated with an agreement to withdraw under parole. When the withdrawal began, some of Montcalm's Indian allies, angered at the lost opportunity for loot, attacked the British column, killing and capturing several hundred men, women, children, and slaves. The aftermath of the siege may have contributed to the transmission of smallpox into remote Indian populations; as some Indians were reported to have traveled from beyond the Mississippi to participate in the campaign and returned afterward having been exposed to European carriers.",What troops attacked Fort William Henry in early 1757?,"['French irregular forces', 'French irregular forces (Canadian scouts and Indians)']",True,Unable to answer based on given context.,True,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ",98,test
114,5737a4511c456719005744df,Force,"Torque is the rotation equivalent of force in the same way that angle is the rotational equivalent for position, angular velocity for velocity, and angular momentum for momentum. As a consequence of Newton's First Law of Motion, there exists rotational inertia that ensures that all bodies maintain their angular momentum unless acted upon by an unbalanced torque. Likewise, Newton's Second Law of Motion can be used to derive an analogous equation for the instantaneous angular acceleration of the rigid body:",What is the force equivalent of torque compared to angular momentum?,"['rotation', 'rotational equivalent for position', 'rotational inertia', 'angle is the rotational equivalent for position']",True,"The force equivalent of torque is force itself, and it relates to angular momentum through Newton's Second Law, where torque is the rate of change of angular momentum with respect to time.",True,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ",352,train
115,5737a5931c456719005744ea,Force,"where  is the mass of the object,  is the velocity of the object and  is the distance to the center of the circular path and  is the unit vector pointing in the radial direction outwards from the center. This means that the unbalanced centripetal force felt by any object is always directed toward the center of the curving path. Such forces act perpendicular to the velocity vector associated with the motion of an object, and therefore do not change the speed of the object (magnitude of the velocity), but only the direction of the velocity vector. The unbalanced force that accelerates an object can be resolved into a component that is perpendicular to the path, and one that is tangential to the path. This yields both the tangential force, which accelerates the object by either slowing it down or speeding it up, and the radial (centripetal) force, which changes its direction.",What is another word for centripetal force?,"['radial', 'radial (centripetal) force']",False,Unbalanced force,True,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ",371,train
116,5725b76389a1e219009abd4a,1973_oil_crisis,"On August 15, 1971, the United States unilaterally pulled out of the Bretton Woods Accord. The US abandoned the Gold Exchange Standard whereby the value of the dollar had been pegged to the price of gold and all other currencies were pegged to the dollar, whose value was left to ""float"" (rise and fall according to market demand). Shortly thereafter, Britain followed, floating the pound sterling. The other industrialized nations followed suit with their respective currencies. Anticipating that currency values would fluctuate unpredictably for a time, the industrialized nations increased their reserves (by expanding their money supplies) in amounts far greater than before. The result was a depreciation of the dollar and other industrialized nations' currencies. Because oil was priced in dollars, oil producers' real income decreased. In September 1971, OPEC issued a joint communiqué stating that, from then on, they would price oil in terms of a fixed amount of gold.",When did the United States withdraw from the Bretton Woods Accord?,"['August 15, 1971', 'On August 15, 1971']",False,"On August 15, 1971.",,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ",200,train
117,5726c19add62a815002e8f8a,European_Union_law,"In 2006, a toxic waste spill off the coast of Côte d'Ivoire, from a European ship, prompted the Commission to look into legislation against toxic waste. Environment Commissioner Stavros Dimas stated that ""Such highly toxic waste should never have left the European Union"". With countries such as Spain not even having a crime against shipping toxic waste, Franco Frattini, the Justice, Freedom and Security Commissioner, proposed with Dimas to create criminal sentences for ""ecological crimes"". The competence for the Union to do this was contested in 2005 at the Court of Justice resulting in a victory for the Commission. That ruling set a precedent that the Commission, on a supranational basis, may legislate in criminal law – something never done before. So far, the only other proposal has been the draft intellectual property rights directive. Motions were tabled in the European Parliament against that legislation on the basis that criminal law should not be an EU competence, but was rejected at vote. However, in October 2007, the Court of Justice ruled that the Commission could not propose what the criminal sanctions could be, only that there must be some.",In which year did a toxic waste spill from a European ship prompt the Commission to look into legislation against waste?,['2006'],False,2006,,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ",131,train
118,5730ab63396df91900096263,Imperialism,"From their original homelands in Scandinavia and northern Europe, Germanic tribes expanded throughout northern and western Europe in the middle period of classical antiquity; southern Europe in late antiquity, conquering Celtic and other peoples; and by 800 CE, forming the Holy Roman Empire, the first German Empire. However, there was no real systemic continuity from the Western Roman Empire to its German successor which was famously described as ""not holy, not Roman, and not an empire"", as a great number of small states and principalities existed in the loosely autonomous confederation. Although by 1000 CE, the Germanic conquest of central, western, and southern Europe (west of and including Italy) was complete, excluding only Muslim Iberia. There was, however, little cultural integration or national identity, and ""Germany"" remained largely a conceptual term referring to an amorphous area of central Europe.",What was the only region in Europe not conquered by the Germanic tribes?,['Muslim Iberia'],False,Muslim Iberia.,,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ",104,train
119,57274a1edd62a815002e9a9d,Private_school,"The right to create private schools in Germany is in Article 7, Paragraph 4 of the Grundgesetz and cannot be suspended even in a state of emergency. It is also not possible to abolish these rights. This unusual protection of private schools was implemented to protect these schools from a second Gleichschaltung or similar event in the future. Still, they are less common than in many other countries. Overall, between 1992 and 2008 the percent of pupils in such schools in Germany increased from 6.1% to 7.8% (including rise from 0.5% to 6.1% in the former GDR). Percent of students in private high schools reached 11.1%.",What was the percentage of Germans attending private high schools in 2008?,"['11.1', '11.1%']",False,11.1%,,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ",331,test
120,57263b1638643c19005ad336,Packet_switching,"Both X.25 and Frame Relay provide connection-oriented operations. But X.25 does it at the network layer of the OSI Model. Frame Relay does it at level two, the data link layer. Another major difference between X.25 and Frame Relay is that X.25 requires a handshake between the communicating parties before any user packets are transmitted. Frame Relay does not define any such handshakes. X.25 does not define any operations inside the packet network. It only operates at the user-network-interface (UNI). Thus, the network provider is free to use any procedure it wishes inside the network. X.25 does specify some limited re-transmission procedures at the UNI, and its link layer protocol (LAPB) provides conventional HDLC-type link management procedures. Frame Relay is a modified version of ISDN's layer two protocol, LAPD and LAPB. As such, its integrity operations pertain only between nodes on a link, not end-to-end. Any retransmissions must be carried out by higher layer protocols. The X.25 UNI protocol is part of the X.25 protocol suite, which consists of the lower three layers of the OSI Model. It was widely used at the UNI for packet switching networks during the 1980s and early 1990s, to provide a standardized interface into and out of packet networks. Some implementations used X.25 within the network as well, but its connection-oriented features made this setup cumbersome and inefficient. Frame relay operates principally at layer two of the OSI Model. However, its address field (the Data Link Connection ID, or DLCI) can be used at the OSI network layer, with a minimum set of procedures. Thus, it rids itself of many X.25 layer 3 encumbrances, but still has the DLCI as an ID beyond a node-to-node layer two link protocol. The simplicity of Frame Relay makes it faster and more efficient than X.25. Because Frame relay is a data link layer protocol, like X.25 it does not define internal network routing operations. For X.25 its packet IDs---the virtual circuit and virtual channel numbers have to be correlated to network addresses. The same is true for Frame Relays DLCI. How this is done is up to the network provider. Frame Relay, by virtue of having no network layer procedures is connection-oriented at layer two, by using the HDLC/LAPD/LAPB Set Asynchronous Balanced Mode (SABM). X.25 connections are typically established for each communication session, but it does have a feature allowing a limited amount of traffic to be passed across the UNI without the connection-oriented handshake. For a while, Frame Relay was used to interconnect LANs across wide area networks. However, X.25 and well as Frame Relay have been supplanted by the Internet Protocol (IP) at the network layer, and the Asynchronous Transfer Mode (ATM) and or versions of Multi-Protocol Label Switching (MPLS) at layer two. A typical configuration is to run IP over ATM or a version of MPLS. <Uyless Black, X.25 and Related Protocols, IEEE Computer Society, 1991> <Uyless Black, Frame Relay Networks, McGraw-Hill, 1998> <Uyless Black, MPLS and Label Switching Networks, Prentice Hall, 2001> < Uyless Black, ATM, Volume I, Prentice Hall, 1995>",What is a typical configuration,"['run IP over ATM or a version of MPLS', 'A typical configuration is to run IP over ATM or a version of MPLS']",False,A typical configuration is to run IP over ATM or a version of MPLS.,,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ",45,train
121,570602fa52bb89140068979e,Southern_California,"Southern California is divided culturally, politically, and economically into distinctive regions, each containing its own culture and atmosphere, anchored usually by a city with both national and sometimes global recognition, which are often the hub of economic activity for its respective region and being home to many tourist destinations. Each region is further divided into many culturally distinct areas but as a whole combine to create the southern California atmosphere.","Southern California's distinctive regions are divided culturally, politically and what other trait?",['economically'],False,Economically.,,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ",244,train
122,573004bf947a6a140053cf59,Islamism,"Despite periodic repression, the Brotherhood has become one of the most influential movements in the Islamic world, particularly in the Arab world. For many years it was described as ""semi-legal"" and was the only opposition group in Egypt able to field candidates during elections. In the Egyptian parliamentary election, 2011–2012, the political parties identified as ""Islamist"" (the Brotherhood's Freedom and Justice Party, Salafi Al-Nour Party and liberal Islamist Al-Wasat Party) won 75% of the total seats. Mohamed Morsi, an Islamist democrat of Muslim Brotherhood, was the first democratically elected president of Egypt. He was deposed during the 2013 Egyptian coup d'état.",What percentage of seats did political parties identifying as Islamist win in the Egyptian parliamentary election of 2011-2012?,"['75% of the total seats', '75%']",False,75%,,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ",63,train
123,57094d489928a8140047150c,Sky_(United_Kingdom),"BSkyB utilises the VideoGuard pay-TV scrambling system owned by NDS, a Cisco Systems company. There are tight controls over use of VideoGuard decoders; they are not available as stand-alone DVB CAMs (conditional-access modules). BSkyB has design authority over all digital satellite receivers capable of receiving their service. The receivers, though designed and built by different manufacturers, must conform to the same user interface look-and-feel as all the others. This extends to the Personal video recorder (PVR) offering (branded Sky+).",Who is the parent company of NDS?,"['Cisco Systems', 'Cisco Systems company']",False,Cisco Systems.,,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ",36,train
124,57060df252bb891400689821,Southern_California,"The San Bernardino-Riverside area maintains the business districts of Downtown San Bernardino, Hospitality Business/Financial Centre, University Town which are in San Bernardino and Downtown Riverside.","Other than San Bernardino, what is the name of the other city that maintains the districts including University Town?","['Riverside', 'Downtown Riverside']",False,Downtown Riverside.,,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ",283,train
125,56de15dbcffd8e1900b4b5cb,Normans,"The Normans were in contact with England from an early date. Not only were their original Viking brethren still ravaging the English coasts, they occupied most of the important ports opposite England across the English Channel. This relationship eventually produced closer ties of blood through the marriage of Emma, sister of Duke Richard II of Normandy, and King Ethelred II of England. Because of this, Ethelred fled to Normandy in 1013, when he was forced from his kingdom by Sweyn Forkbeard. His stay in Normandy (until 1016) influenced him and his sons by Emma, who stayed in Normandy after Cnut the Great's conquest of the isle.",Who kicked Ethelred out?,['Sweyn Forkbeard'],False,Sweyn Forkbeard.,,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ",276,test
126,572facb0a23a5019007fc864,Scottish_Parliament,"For the next three hundred years, Scotland was directly governed by the Parliament of Great Britain and the subsequent Parliament of the United Kingdom, both seated at Westminster, and the lack of a Parliament of Scotland remained an important element in Scottish national identity. Suggestions for a 'devolved' Parliament were made before 1914, but were shelved due to the outbreak of the First World War. A sharp rise in nationalism in Scotland during the late 1960s fuelled demands for some form of home rule or complete independence, and in 1969 prompted the incumbent Labour government of Harold Wilson to set up the Kilbrandon Commission to consider the British constitution. One of the principal objectives of the commission was to examine ways of enabling more self-government for Scotland, within the unitary state of the United Kingdom. Kilbrandon published his report in 1973 recommending the establishment of a directly elected Scottish Assembly to legislate for the majority of domestic Scottish affairs.",How many hundred of years was Scotland directly governed by the parliament of Great Britain?,"['three hundred years', 'three hundred']",False,Three hundred years.,,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ",93,train
127,57060df252bb891400689822,Southern_California,"The San Bernardino-Riverside area maintains the business districts of Downtown San Bernardino, Hospitality Business/Financial Centre, University Town which are in San Bernardino and Downtown Riverside.","Other than Downtown San Bernardino, and University Town, what is the name of another business district in the San Bernardino-Riverside area?","['Downtown Riverside', 'Hospitality Business/Financial Centre']",False,Downtown Riverside.,,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ",283,train
128,572a13841d0469140077973e,Economic_inequality,"Studies on income inequality and growth have sometimes found evidence confirming the Kuznets curve hypothesis, which states that with economic development, inequality first increases, then decreases. Economist Thomas Piketty challenges this notion, claiming that from 1914 to 1945 wars and ""violent economic and political shocks"" reduced inequality. Moreover, Piketty argues that the ""magical"" Kuznets curve hypothesis, with its emphasis on the balancing of economic growth in the long run, cannot account for the significant increase in economic inequality throughout the developed world since the 1970s.",What's Thomas Piketty's job?,['Economist'],False,Economist,,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ",255,train
129,57274eca5951b619008f8803,Private_school,"As of April 2014, there are 88 private schools in New Zealand, catering for around 28,000 students or 3.7% of the entire student population. Private school numbers have been in decline since the mid-1970s as a result of many private schools opting to become state-integrated schools, mostly due of financial difficulties stemming from changes in student numbers and/or the economy. State-integrated schools keep their private school special character and receives state funds in return for having to operate like a state school, e.g. they must teach the state curriculum, they must employ registered teachers, and they can't charge tuition fees (they can charge ""attendance dues"" for the upkeep on the still-private school land and buildings). The largest decline in private school numbers occurred between 1979 and 1984, when the nation's then-private Catholic school system integrated. As a result, private schools in New Zealand are now largely restricted to the largest cities (Auckland, Hamilton, Wellington and Christchurch) and niche markets.","What city, along with Hamilton, Wellington and Christchurch, is one of the largest in New Zealand?",['Auckland'],False,Auckland,,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ",29,train
130,5725c071271a42140099d12a,Amazon_rainforest,"During the mid-Eocene, it is believed that the drainage basin of the Amazon was split along the middle of the continent by the Purus Arch. Water on the eastern side flowed toward the Atlantic, while to the west water flowed toward the Pacific across the Amazonas Basin. As the Andes Mountains rose, however, a large basin was created that enclosed a lake; now known as the Solimões Basin. Within the last 5–10 million years, this accumulating water broke through the Purus Arch, joining the easterly flow toward the Atlantic.",How long ago was it when the water broke through the Purus Arch?,"['last 5–10 million years', 'Within the last 5–10 million years']",False,Within the last 5–10 million years.,,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ",71,train
131,57286951ff5b5019007da211,University_of_Chicago,"In business, notable alumni include Microsoft CEO Satya Nadella, Oracle Corporation founder and the third richest man in America Larry Ellison, Goldman Sachs and MF Global CEO as well as former Governor of New Jersey Jon Corzine, McKinsey & Company founder and author of the first management accounting textbook James O. McKinsey, Arley D. Cathey, Bloomberg L.P. CEO Daniel Doctoroff, Credit Suisse CEO Brady Dougan, Morningstar, Inc. founder and CEO Joe Mansueto, Chicago Cubs owner and chairman Thomas S. Ricketts, and NBA commissioner Adam Silver.",What Goldman Sachs CEO is also an alumni of the University of Chicago?,['Jon Corzine'],False,Jon Corzine,,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ",140,train
132,57287c142ca10214002da3d4,Yuan_dynasty,"The Yuan undertook extensive public works. Among Kublai Khan's top engineers and scientists was the astronomer Guo Shoujing, who was tasked with many public works projects and helped the Yuan reform the lunisolar calendar to provide an accuracy of 365.2425 days of the year, which was only 26 seconds off the modern Gregorian calendar's measurement. Road and water communications were reorganized and improved. To provide against possible famines, granaries were ordered built throughout the empire. The city of Beijing was rebuilt with new palace grounds that included artificial lakes, hills and mountains, and parks. During the Yuan period, Beijing became the terminus of the Grand Canal of China, which was completely renovated. These commercially oriented improvements encouraged overland and maritime commerce throughout Asia and facilitated direct Chinese contacts with Europe. Chinese travelers to the West were able to provide assistance in such areas as hydraulic engineering. Contacts with the West also brought the introduction to China of a major food crop, sorghum, along with other foreign food products and methods of preparation.",What major crop was brought to China from the west?,['sorghum'],False,Sorghum.,,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ",290,train
133,572fadcbb2c2fd140056832d,Scottish_Parliament,"Under the terms of the Scotland Act 1978, an elected assembly would be set up in Edinburgh provided that the majority of the Scottish electorate voted for it in a referendum to be held on 1 March 1979 that represented at least 40% of the total electorate. The 1979 Scottish devolution referendum to establish a devolved Scottish Assembly failed. Although the vote was 51.6% in favour of a Scottish Assembly, this figure did not equal the 40% of the total electorate threshold deemed necessary to pass the measure, as 32.9% of the eligible voting population did not, or had been unable to, vote.",What percentage of Scotland's voting population failed to actually vote?,['32.9%'],False,32.9%,,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ",356,train
134,57286ead2ca10214002da349,Yuan_dynasty,"Following the conquest of Dali in 1253, the former ruling Duan dynasty were appointed as governors-general, recognized as imperial officials by the Yuan, Ming, and Qing-era governments, principally in the province of Yunnan. Succession for the Yuan dynasty, however, was an intractable problem, later causing much strife and internal struggle. This emerged as early as the end of Kublai's reign. Kublai originally named his eldest son, Zhenjin, as the Crown Prince, but he died before Kublai in 1285. Thus, Zhenjin's third son, with the support of his mother Kökejin and the minister Bayan, succeeded the throne and ruled as Temür Khan, or Emperor Chengzong, from 1294 to 1307. Temür Khan decided to maintain and continue much of the work begun by his grandfather. He also made peace with the western Mongol khanates as well as neighboring countries such as Vietnam, which recognized his nominal suzerainty and paid tributes for a few decades. However, the corruption in the Yuan dynasty began during the reign of Temür Khan.",What was Temur Khan's Chinese-style name?,['Emperor Chengzong'],False,Emperor Chengzong,,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ",86,test
135,5733ffa7d058e614000b6750,French_and_Indian_War,"French irregular forces (Canadian scouts and Indians) harassed Fort William Henry throughout the first half of 1757. In January they ambushed British rangers near Ticonderoga. In February they launched a daring raid against the position across the frozen Lake George, destroying storehouses and buildings outside the main fortification. In early August, Montcalm and 7,000 troops besieged the fort, which capitulated with an agreement to withdraw under parole. When the withdrawal began, some of Montcalm's Indian allies, angered at the lost opportunity for loot, attacked the British column, killing and capturing several hundred men, women, children, and slaves. The aftermath of the siege may have contributed to the transmission of smallpox into remote Indian populations; as some Indians were reported to have traveled from beyond the Mississippi to participate in the campaign and returned afterward having been exposed to European carriers.",On what lake did troops attack fort willima henry in winter?,['Lake George'],False,Lake George.,,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ",98,test
136,57284142ff5b5019007da00e,University_of_Chicago,"The University of Chicago was created and incorporated as a coeducational, secular institution in 1890 by the American Baptist Education Society and a donation from oil magnate and philanthropist John D. Rockefeller on land donated by Marshall Field. While the Rockefeller donation provided money for academic operations and long-term endowment, it was stipulated that such money could not be used for buildings. The original physical campus was financed by donations from wealthy Chicagoans like Silas B. Cobb who provided the funds for the campus' first building, Cobb Lecture Hall, and matched Marshall Field's pledge of $100,000. Other early benefactors included businessmen Charles L. Hutchinson (trustee, treasurer and donor of Hutchinson Commons), Martin A. Ryerson (president of the board of trustees and donor of the Ryerson Physical Laboratory) Adolphus Clay Bartlett and Leon Mandel, who funded the construction of the gymnasium and assembly hall, and George C. Walker of the Walker Museum, a relative of Cobb who encouraged his inaugural donation for facilities.",What is the name of the donor who helped establish the Hutchinson Commons?,['Charles L. Hutchinson'],False,Charles L. Hutchinson.,,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ",287,train
137,570607f575f01819005e78b8,Southern_California,"Los Angeles (at 3.7 million people) and San Diego (at 1.3 million people), both in southern California, are the two largest cities in all of California (and two of the eight largest cities in the United States). In southern California there are also twelve cities with more than 200,000 residents and 34 cities over 100,000 in population. Many of southern California's most developed cities lie along or in close proximity to the coast, with the exception of San Bernardino and Riverside.","Other than San Bernardino, which other developed southern Californian city is not in close proximity to the coast?",['Riverside'],False,Riverside.,,"Given the context, answer the question in a single brief but complete sentence. Note that your answer should be strictly based on the given context.In case the context does not contain the necessary information to answer the question, please reply with: ""Unable to answer based on given context. ""Context: {}
Question: {}
Answer: ",180,train
