,id,title,context,question,answers,prompt,generated_answer,hallucination,source_id,context_hash,split
87,572684365951b619008f7541,Ctenophora,"Development of the fertilized eggs is direct, in other words there is no distinctive larval form, and juveniles of all groups generally resemble miniature cydippid adults. In the genus Beroe the juveniles, like the adults, lack tentacles and tentacle sheaths. In most species the juveniles gradually develop the body forms of their parents. In some groups, such as the flat, bottom-dwelling platyctenids, the juveniles behave more like true larvae, as they live among the plankton and thus occupy a different ecological niche from their parents and attain the adult form by a more radical metamorphosis, after dropping to the sea-floor.",When do juvenile develop into adults?,['after dropping to the sea-floor'],"Given the context, answer the question in a single brief but complete sentence. 
","Juveniles of most species develop into adults gradually over time through a series of molts, while in some groups, such as the platyctenids, juveniles undergo a more radical metamorphosis and drop to the sea floor to attain the adult form.",1.0,572684365951b619008f754,-7917811160246434814,train
88,572691bedd62a815002e89dc,Ctenophora,"Since all modern ctenophores except the beroids have cydippid-like larvae, it has widely been assumed that their last common ancestor also resembled cydippids, having an egg-shaped body and a pair of retractable tentacles. Richard Harbison's purely morphological analysis in 1985 concluded that the cydippids are not monophyletic, in other words do not contain all and only the descendants of a single common ancestor that was itself a cydippid. Instead he found that various cydippid families were more similar to members of other ctenophore orders than to other cydippids. He also suggested that the last common ancestor of modern ctenophores was either cydippid-like or beroid-like. A molecular phylogeny analysis in 2001, using 26 species, including 4 recently discovered ones, confirmed that the cydippids are not monophyletic and concluded that the last common ancestor of modern ctenophores was cydippid-like. It also found that the genetic differences between these species were very small – so small that the relationships between the Lobata, Cestida and Thalassocalycida remained uncertain. This suggests that the last common ancestor of modern ctenophores was relatively recent, and perhaps was lucky enough to survive the Cretaceous–Paleogene extinction event 65.5 million years ago while other lineages perished. When the analysis was broadened to include representatives of other phyla, it concluded that cnidarians are probably more closely related to bilaterians than either group is to ctenophores but that this diagnosis is uncertain.",Which genus of ctenophores does not have cydipped-like larvae?,['beroids'],"Given the context, answer the question in a single brief but complete sentence. 
",The genus of ctenophores that does not have cydippid-like larvae is Beroe.,1.0,572691bedd62a815002e89d,8182027396030571308,train
89,5725edfe38643c19005acea0,"Fresno,_California","The ""West Side"" of Fresno, also often called ""Southwest Fresno"", is one of the oldest neighborhoods in the city. The neighborhood lies southwest of the 99 freeway (which divides it from Downtown Fresno), west of the 41 freeway and south of Nielsen Ave (or the newly constructed 180 Freeway), and extends to the city limits to the west and south. The neighborhood is traditionally considered to be the center of Fresno's African-American community. It is culturally diverse and also includes significant Mexican-American and Asian-American (principally Hmong or Laotian) populations.",In which direction does the west side of Fresno neighborhood lie to the 99 freeway?,['southwest'],"Given the context, answer the question in a single brief but complete sentence. 
",The West Side of Fresno neighborhood lies south of the 99 freeway.,1.0,5725edfe38643c19005acea,-4189054088908144735,test
90,57263fd138643c19005ad37d,Packet_switching,"In 1965, at the instigation of Warner Sinback, a data network based on this voice-phone network was designed to connect GE's four computer sales and service centers (Schenectady, Phoenix, Chicago, and Phoenix) to facilitate a computer time-sharing service, apparently the world's first commercial online service. (In addition to selling GE computers, the centers were computer service bureaus, offering batch processing services. They lost money from the beginning, and Sinback, a high-level marketing manager, was given the job of turning the business around. He decided that a time-sharing system, based on Kemney's work at Dartmouth—which used a computer on loan from GE—could be profitable. Warner was right.)",Were the centers profitable,"['They lost money', 'lost money', 'They lost money from the beginning, and Sinback, a high-level marketing manager, was given the job of turning the business around']","Given the context, answer the question in a single brief but complete sentence. 
","Yes, the centers were profitable after implementing the time-sharing system based on Kemney's work at Dartmouth, which used a computer on loan from GE, as per Warner Sinback's decision.",1.0,57263fd138643c19005ad37,-5887055900021838386,train
91,57264b3edd62a815002e80aa,Black_Death,"Medical knowledge had stagnated during the Middle Ages. The most authoritative account at the time came from the medical faculty in Paris in a report to the king of France that blamed the heavens, in the form of a conjunction of three planets in 1345 that caused a ""great pestilence in the air"". This report became the first and most widely circulated of a series of plague tracts that sought to give advice to sufferers. That the plague was caused by bad air became the most widely accepted theory. Today, this is known as the Miasma theory. The word 'plague' had no special significance at this time, and only the recurrence of outbreaks during the Middle Ages gave it the name that has become the medical term.",What was the black death originally blamed on?,['the heavens'],"Given the context, answer the question in a single brief but complete sentence. 
","The Black Death was originally blamed on ""bad air"" or ""miasma"" in the form of a conjunction of three planets in 1345.",1.0,57264b3edd62a815002e80a,4682958247573796178,train
92,57264b3edd62a815002e80ac,Black_Death,"Medical knowledge had stagnated during the Middle Ages. The most authoritative account at the time came from the medical faculty in Paris in a report to the king of France that blamed the heavens, in the form of a conjunction of three planets in 1345 that caused a ""great pestilence in the air"". This report became the first and most widely circulated of a series of plague tracts that sought to give advice to sufferers. That the plague was caused by bad air became the most widely accepted theory. Today, this is known as the Miasma theory. The word 'plague' had no special significance at this time, and only the recurrence of outbreaks during the Middle Ages gave it the name that has become the medical term.","What is the newer, more widely accepted theory behind the spread of the plague?","['bad air', 'great pestilence in the air', 'That the plague was caused by bad air']","Given the context, answer the question in a single brief but complete sentence. 
","The newer, more widely accepted theory behind the spread of the plague is the germ theory, which posits that the disease is caused by the presence of pathogenic microorganisms in the environment.",1.0,57264b3edd62a815002e80a,4682958247573796178,train
93,57264d58f1498d1400e8db7e,Black_Death,"Other forms of plague have been implicated by modern scientists. The modern bubonic plague has a mortality rate of 30–75% and symptoms including fever of 38–41 °C (100–106 °F), headaches, painful aching joints, nausea and vomiting, and a general feeling of malaise. Left untreated, of those that contract the bubonic plague, 80 percent die within eight days. Pneumonic plague has a mortality rate of 90 to 95 percent. Symptoms include fever, cough, and blood-tinged sputum. As the disease progresses, sputum becomes free flowing and bright red. Septicemic plague is the least common of the three forms, with a mortality rate near 100%. Symptoms are high fevers and purple skin patches (purpura due to disseminated intravascular coagulation). In cases of pneumonic and particularly septicemic plague, the progress of the disease is so rapid that there would often be no time for the development of the enlarged lymph nodes that were noted as buboes.",What skin-related symptom appears from the pneumonic plague?,['purple skin patches'],"Given the context, answer the question in a single brief but complete sentence. 
",Blood-tinged sputum appears as a skin-related symptom of pneumonic plague.,1.0,57264d58f1498d1400e8db7,-3680582466196127087,train
94,57265285708984140094c25b,Black_Death,"In addition to arguing that the rat population was insufficient to account for a bubonic plague pandemic, sceptics of the bubonic plague theory point out that the symptoms of the Black Death are not unique (and arguably in some accounts may differ from bubonic plague); that transference via fleas in goods was likely to be of marginal significance; and that the DNA results may be flawed and might not have been repeated elsewhere, despite extensive samples from other mass graves. Other arguments include the lack of accounts of the death of rats before outbreaks of plague between the 14th and 17th centuries; temperatures that are too cold in northern Europe for the survival of fleas; that, despite primitive transport systems, the spread of the Black Death was much faster than that of modern bubonic plague; that mortality rates of the Black Death appear to be very high; that, while modern bubonic plague is largely endemic as a rural disease, the Black Death indiscriminately struck urban and rural areas; and that the pattern of the Black Death, with major outbreaks in the same areas separated by 5 to 15 years, differs from modern bubonic plague—which often becomes endemic for decades with annual flare-ups.",Why might rats not be responsible for the plague?,"['rat population was insufficient to account for a bubonic plague pandemic', 'the rat population was insufficient', 'rat population was insufficient']","Given the context, answer the question in a single brief but complete sentence. 
","Rats may not be responsible for the plague because sceptics argue that the symptoms of the Black Death are not unique and may differ from bubonic plague, and that the DNA results may be flawed or not repeated elsewhere despite extensive samples from other mass graves.",1.0,57265285708984140094c25,3160856927808278140,test
95,57266193dd62a815002e832c,Geology,"Seismologists can use the arrival times of seismic waves in reverse to image the interior of the Earth. Early advances in this field showed the existence of a liquid outer core (where shear waves were not able to propagate) and a dense solid inner core. These advances led to the development of a layered model of the Earth, with a crust and lithosphere on top, the mantle below (separated within itself by seismic discontinuities at 410 and 660 kilometers), and the outer core and inner core below that. More recently, seismologists have been able to create detailed images of wave speeds inside the earth in the same way a doctor images a body in a CT scan. These images have led to a much more detailed view of the interior of the Earth, and have replaced the simplified layered model with a much more dynamic model.","In the layered model of the Earth, the mantle has two layers below it. What are they? ","['the outer core and inner core', 'outer core and inner core']","Given the context, answer the question in a single brief but complete sentence. 
",The mantle has two layers below it in the layered model of the Earth: the lower mantle and the outer core.,1.0,57266193dd62a815002e832,4847804375760613696,train
96,572663a9f1498d1400e8ddf4,Geology,"The following four timelines show the geologic time scale. The first shows the entire time from the formation of the Earth to the present, but this compresses the most recent eon. Therefore, the second scale shows the most recent eon with an expanded scale. The second scale compresses the most recent era, so the most recent era is expanded in the third scale. Since the Quaternary is a very short period with short epochs, it is further expanded in the fourth scale. The second, third, and fourth timelines are therefore each subsections of their preceding timeline as indicated by asterisks. The Holocene (the latest epoch) is too small to be shown clearly on the third timeline on the right, another reason for expanding the fourth scale. The Pleistocene (P) epoch. Q stands for the Quaternary period.",Which timeline is further expanded in the fourth scale?,['Quaternary'],"Given the context, answer the question in a single brief but complete sentence. 
",The Holocene epoch is further expanded in the fourth timeline.,1.0,572663a9f1498d1400e8ddf,4168632877456685277,train
97,572665ff708984140094c4c4,Geology,"The principle of cross-cutting relationships pertains to the formation of faults and the age of the sequences through which they cut. Faults are younger than the rocks they cut; accordingly, if a fault is found that penetrates some formations but not those on top of it, then the formations that were cut are older than the fault, and the ones that are not cut must be younger than the fault. Finding the key bed in these situations may help determine whether the fault is a normal fault or a thrust fault.","When rock formations are found on top of a fault that have not been cut, then they must be older or younger than the fault?","['younger than the fault', 'younger']","Given the context, answer the question in a single brief but complete sentence. 
","When rock formations are found on top of a fault that have not been cut, they must be older than the fault.",1.0,572665ff708984140094c4c,-1123148647943207558,train
98,572669a9dd62a815002e8418,Geology,"The principle of faunal succession is based on the appearance of fossils in sedimentary rocks. As organisms exist at the same time period throughout the world, their presence or (sometimes) absence may be used to provide a relative age of the formations in which they are found. Based on principles laid out by William Smith almost a hundred years before the publication of Charles Darwin's theory of evolution, the principles of succession were developed independently of evolutionary thought. The principle becomes quite complex, however, given the uncertainties of fossilization, the localization of fossil types due to lateral changes in habitat (facies change in sedimentary strata), and that not all fossils may be found globally at the same time.",The fact that not all fossils may be found globally at the same time causes the principle to become what?,"['complex', 'quite complex']","Given the context, answer the question in a single brief but complete sentence. 
",The fact that not all fossils may be found globally at the same time causes the principle of faunal succession to become less reliable for determining absolute ages of rock formations.,1.0,572669a9dd62a815002e841,5217717666767836407,train
99,57266e72f1498d1400e8df8f,Geology,"For many geologic applications, isotope ratios of radioactive elements are measured in minerals that give the amount of time that has passed since a rock passed through its particular closure temperature, the point at which different radiometric isotopes stop diffusing into and out of the crystal lattice. These are used in geochronologic and thermochronologic studies. Common methods include uranium-lead dating, potassium-argon dating, argon-argon dating and uranium-thorium dating. These methods are used for a variety of applications. Dating of lava and volcanic ash layers found within a stratigraphic sequence can provide absolute age data for sedimentary rock units which do not contain radioactive isotopes and calibrate relative dating techniques. These methods can also be used to determine ages of pluton emplacement. Thermochemical techniques can be used to determine temperature profiles within the crust, the uplift of mountain ranges, and paleotopography.",How can you find the absolute age of sedimentary rock units which do not contain radioactive isotopes?,"['stratigraphic sequence', 'Dating of lava and volcanic ash layers', 'Dating of lava and volcanic ash layers found within a stratigraphic sequence']","Given the context, answer the question in a single brief but complete sentence. 
","You can find the absolute age of sedimentary rock units that do not contain radioactive isotopes through the use of biostatigraphy, which is the correlation of fossil species and their geographic ranges over time, allowing for the reconstruction of a chronostratigraphic framework.",1.0,57266e72f1498d1400e8df8,4711902715514447596,test
100,5726701add62a815002e84ca,Geology,"When rock units are placed under horizontal compression, they shorten and become thicker. Because rock units, other than muds, do not significantly change in volume, this is accomplished in two primary ways: through faulting and folding. In the shallow crust, where brittle deformation can occur, thrust faults form, which cause deeper rock to move on top of shallower rock. Because deeper rock is often older, as noted by the principle of superposition, this can result in older rocks moving on top of younger ones. Movement along faults can result in folding, either because the faults are not planar or because rock layers are dragged along, forming drag folds as slip occurs along the fault. Deeper in the Earth, rocks behave plastically, and fold instead of faulting. These folds can either be those where the material in the center of the fold buckles upwards, creating ""antiforms"", or where it buckles downwards, creating ""synforms"". If the tops of the rock units within the folds remain pointing upwards, they are called anticlines and synclines, respectively. If some of the units in the fold are facing downward, the structure is called an overturned anticline or syncline, and if all of the rock units are overturned or the correct up-direction is unknown, they are simply called by the most general terms, antiforms and synforms.","When rock folds deep in the Earth it can fold one of two ways, when it buckles upwards it creates what? ",['antiforms'],"Given the context, answer the question in a single brief but complete sentence. 
","When rock folds deep in the Earth, it can fold one of two ways: when it buckles upwards, it creates anticlines.",1.0,5726701add62a815002e84c,-8279900884878847556,train
101,572673f5708984140094c69e,Geology,"The addition of new rock units, both depositionally and intrusively, often occurs during deformation. Faulting and other deformational processes result in the creation of topographic gradients, causing material on the rock unit that is increasing in elevation to be eroded by hillslopes and channels. These sediments are deposited on the rock unit that is going down. Continual motion along the fault maintains the topographic gradient in spite of the movement of sediment, and continues to create accommodation space for the material to deposit. Deformational events are often also associated with volcanism and igneous activity. Volcanic ashes and lavas accumulate on the surface, and igneous intrusions enter from below. Dikes, long, planar igneous intrusions, enter along cracks, and therefore often form in large numbers in areas that are being actively deformed. This can result in the emplacement of dike swarms, such as those that are observable across the Canadian shield, or rings of dikes around the lava tube of a volcano.",What activity maintains topographic gradients?,"['Continual motion along the fault', 'Continual motion']","Given the context, answer the question in a single brief but complete sentence. 
","Faulting and other deformational processes maintain topographic gradients by creating topographic gradients and continuously eroding material on the rock unit that is increasing in elevation, depositing it on the rock unit that is going down.",1.0,572673f5708984140094c69,4265182882320628935,train
102,57267b3c5951b619008f7423,Geology,"Petrologists can also use fluid inclusion data and perform high temperature and pressure physical experiments to understand the temperatures and pressures at which different mineral phases appear, and how they change through igneous and metamorphic processes. This research can be extrapolated to the field to understand metamorphic processes and the conditions of crystallization of igneous rocks. This work can also help to explain processes that occur within the Earth, such as subduction and magma chamber evolution.",How else can petrologists understand the pressures at which different mineral phases appear?,"['fluid inclusion data', 'pressure physical experiments']","Given the context, answer the question in a single brief but complete sentence. 
","Petrologists can also use computational modeling and simulations to estimate the pressures at which different mineral phases appear, by modeling the behavior of minerals under different thermodynamic conditions.",1.0,57267b3c5951b619008f742,-2473252032652559677,train
103,57267ebfdd62a815002e872f,Geology,"Among the most well-known experiments in structural geology are those involving orogenic wedges, which are zones in which mountains are built along convergent tectonic plate boundaries. In the analog versions of these experiments, horizontal layers of sand are pulled along a lower surface into a back stop, which results in realistic-looking patterns of faulting and the growth of a critically tapered (all angles remain the same) orogenic wedge. Numerical models work in the same way as these analog models, though they are often more sophisticated and can include patterns of erosion and uplift in the mountain belt. This helps to show the relationship between erosion and the shape of the mountain range. These studies can also give useful information about pathways for metamorphism through pressure, temperature, space, and time.",What does critically tapered mean?,['all angles remain the same'],"Given the context, answer the question in a single brief but complete sentence. 
","Critically tapered means that the angles of the orogenic wedge remain constant and equal throughout its growth, resulting in a tapering shape that is optimized for maximum buildup of rock material.",1.0,57267ebfdd62a815002e872,-5330307956675493636,train
104,5726d9935951b619008f7ff0,Pharmacy,"Pharmacists are healthcare professionals with specialised education and training who perform various roles to ensure optimal health outcomes for their patients through the quality use of medicines. Pharmacists may also be small-business proprietors, owning the pharmacy in which they practice. Since pharmacists know about the mode of action of a particular drug, and its metabolism and physiological effects on the human body in great detail, they play an important role in optimisation of a drug treatment for an individual.",What other role do many pharmacists play?,['small-business proprietors'],"Given the context, answer the question in a single brief but complete sentence. 
","Many pharmacists also play a key role in drug discovery and development, utilizing their extensive knowledge of the mode of action, metabolism, and physiological effects of drugs to help design and optimize new medications.",1.0,5726d9935951b619008f7ff,-1220595314976795472,train
105,5726d9935951b619008f7ff1,Pharmacy,"Pharmacists are healthcare professionals with specialised education and training who perform various roles to ensure optimal health outcomes for their patients through the quality use of medicines. Pharmacists may also be small-business proprietors, owning the pharmacy in which they practice. Since pharmacists know about the mode of action of a particular drug, and its metabolism and physiological effects on the human body in great detail, they play an important role in optimisation of a drug treatment for an individual.",What types of preparation do pharmacists have?,['specialised education and training'],"Given the context, answer the question in a single brief but complete sentence. 
","Pharmacists have various types of preparation, including specialized education and training in the field of pharmacy, as well as small-business ownership and management experience, which enables them to optimize drug treatment plans for individual patients.",1.0,5726d9935951b619008f7ff,-1220595314976795472,train
106,5726e08e5951b619008f8112,Pharmacy,"In most countries, the dispensary is subject to pharmacy legislation; with requirements for storage conditions, compulsory texts, equipment, etc., specified in legislation. Where it was once the case that pharmacists stayed within the dispensary compounding/dispensing medications, there has been an increasing trend towards the use of trained pharmacy technicians while the pharmacist spends more time communicating with patients. Pharmacy technicians are now more dependent upon automation to assist them in their new role dealing with patients' prescriptions and patient safety issues.",What are new responsibilities pharmacy technicians now deal with?,"[""dealing with patients' prescriptions and patient safety issues"", ""patients' prescriptions and patient safety issues""]","Given the context, answer the question in a single brief but complete sentence. 
","Pharmacy technicians are now responsible for communicating with patients and managing their prescriptions, in addition to relying on automation to assist them in their new role.",1.0,5726e08e5951b619008f811,-1397228342541658443,test
107,5726e179dd62a815002e93b0,Pharmacy,"Because of the complexity of medications including specific indications, effectiveness of treatment regimens, safety of medications (i.e., drug interactions) and patient compliance issues (in the hospital and at home) many pharmacists practicing in hospitals gain more education and training after pharmacy school through a pharmacy practice residency and sometimes followed by another residency in a specific area. Those pharmacists are often referred to as clinical pharmacists and they often specialize in various disciplines of pharmacy. For example, there are pharmacists who specialize in hematology/oncology, HIV/AIDS, infectious disease, critical care, emergency medicine, toxicology, nuclear pharmacy, pain management, psychiatry, anti-coagulation clinics, herbal medicine, neurology/epilepsy management, pediatrics, neonatal pharmacists and more.",What is one issue that adds to the complexity of a pharmacist's job?,['effectiveness of treatment regimens'],"Given the context, answer the question in a single brief but complete sentence. 
","One issue that adds to the complexity of a pharmacist's job is the need to manage and coordinate multiple medication regimens for patients with multiple chronic conditions, which can lead to potential drug interactions and adverse drug events.",1.0,5726e179dd62a815002e93b,-1512479128160390004,train
108,5726f2375951b619008f8313,Pharmacy,"Pharmacy informatics is the combination of pharmacy practice science and applied information science. Pharmacy informaticists work in many practice areas of pharmacy, however, they may also work in information technology departments or for healthcare information technology vendor companies. As a practice area and specialist domain, pharmacy informatics is growing quickly to meet the needs of major national and international patient information projects and health system interoperability goals. Pharmacists in this area are trained to participate in medication management system development, deployment and optimization.",How fast is pharmacy informatics growing?,"['growing quickly', 'quickly']","Given the context, answer the question in a single brief but complete sentence. 
","Pharmacy informatics is growing rapidly, with the field expanding at a rate of 15-20% annually to meet the increasing demand for pharmacists with expertise in medication management system development, deployment, and optimization, particularly in the context of national and international patient information projects and health system interoperability goals.",1.0,5726f2375951b619008f831,-872260320179135833,train
109,5728d6f02ca10214002da90e,Civil_disobedience,"It has been argued that the term ""civil disobedience"" has always suffered from ambiguity and in modern times, become utterly debased. Marshall Cohen notes, ""It has been used to describe everything from bringing a test-case in the federal courts to taking aim at a federal official. Indeed, for Vice President Agnew it has become a code-word describing the activities of muggers, arsonists, draft evaders, campaign hecklers, campus militants, anti-war demonstrators, juvenile delinquents and political assassins.""","In modern times, what is said about civil disobedience?","['become utterly debased', 'utterly debased', 'in modern times, become utterly debased']","Given the context, answer the question in a single brief but complete sentence. 
","In modern times, it is argued that the term ""civil disobedience"" has become increasingly debased and ambiguous, with its meaning stretched to include a wide range of activities, from minor criminal acts to political protests, and even used as a pejorative term to describe those who engage in peaceful dissent.",1.0,5728d6f02ca10214002da90,-7838629224438433848,test
110,5728d6f02ca10214002da910,Civil_disobedience,"It has been argued that the term ""civil disobedience"" has always suffered from ambiguity and in modern times, become utterly debased. Marshall Cohen notes, ""It has been used to describe everything from bringing a test-case in the federal courts to taking aim at a federal official. Indeed, for Vice President Agnew it has become a code-word describing the activities of muggers, arsonists, draft evaders, campaign hecklers, campus militants, anti-war demonstrators, juvenile delinquents and political assassins.""",How has civil disobedience evolved in current times?,"['become utterly debased', 'utterly debased', 'code-word describing the activities of muggers, arsonists, draft evaders']","Given the context, answer the question in a single brief but complete sentence. 
","In current times, civil disobedience has evolved to encompass a broader range of actions, including non-violent protests, boycotts, and direct actions, often focused on social justice and human rights issues, such as racial and gender equality, climate change, and political corruption.",1.0,5728d6f02ca10214002da91,-7838629224438433848,test
111,572807802ca10214002d9bfc,Civil_disobedience,"LeGrande writes that ""the formulation of a single all-encompassing definition of the term is extremely difficult, if not impossible. In reviewing the voluminous literature on the subject, the student of civil disobedience rapidly finds himself surrounded by a maze of semantical problems and grammatical niceties. Like Alice in Wonderland, he often finds that specific terminology has no more (or no less) meaning than the individual orator intends it to have."" He encourages a distinction between lawful protest demonstration, nonviolent civil disobedience, and violent civil disobedience.",Le grand concludes that an author's words offer only what they intended for them to imply regarding this type of terminology?,"['specific', 'civil disobedience']","Given the context, answer the question in a single brief but complete sentence. 
","LeGrand concludes that an author's words offer only what they intended for them to imply regarding this type of terminology, as the formulation of a single all-encompassing definition of the term is extremely difficult, if not impossible, due to the semantical problems and grammatical niceties present in the voluminous literature on the subject.",1.0,572807802ca10214002d9bf,-2951449924984844722,train
112,57280f974b864d1900164370,Civil_disobedience,"Civil disobedience is usually defined as pertaining to a citizen's relation to the state and its laws, as distinguished from a constitutional impasse in which two public agencies, especially two equally sovereign branches of government, conflict. For instance, if the head of government of a country were to refuse to enforce a decision of that country's highest court, it would not be civil disobedience, since the head of government would be acting in her or his capacity as public official rather than private citizen.",If the head of government refuses to enforce a decision of the highest court what terminology could be used?,"['capacity as public official', 'her or his capacity as public official', 'constitutional impasse']","Given the context, answer the question in a single brief but complete sentence. 
","If the head of government refuses to enforce a decision of the highest court, it could be termed ""judicial defiance"" or ""constitutional non-compliance.""",1.0,57280f974b864d190016437,-7032868439764592136,train
113,57280f974b864d1900164372,Civil_disobedience,"Civil disobedience is usually defined as pertaining to a citizen's relation to the state and its laws, as distinguished from a constitutional impasse in which two public agencies, especially two equally sovereign branches of government, conflict. For instance, if the head of government of a country were to refuse to enforce a decision of that country's highest court, it would not be civil disobedience, since the head of government would be acting in her or his capacity as public official rather than private citizen.",How is civil disobedience typically defined in connection of the citizen's?,"[""as pertaining to a citizen's relation to the state and its laws"", ""a citizen's relation to the state and its laws,"", ""pertaining to a citizen's relation to the state and its laws"", 'relation to the state and its laws', 'to the state and its laws']","Given the context, answer the question in a single brief but complete sentence. 
","Civil disobedience is typically defined as the deliberate and non-violent violation of certain laws or government actions by citizens as a form of political protest or statement, with the intention of challenging unjust laws or policies and advocating for change.",1.0,57280f974b864d190016437,-7032868439764592136,train
114,57280f974b864d1900164373,Civil_disobedience,"Civil disobedience is usually defined as pertaining to a citizen's relation to the state and its laws, as distinguished from a constitutional impasse in which two public agencies, especially two equally sovereign branches of government, conflict. For instance, if the head of government of a country were to refuse to enforce a decision of that country's highest court, it would not be civil disobedience, since the head of government would be acting in her or his capacity as public official rather than private citizen.",When would a person be considered to be excising a constitutional impasse?,"['two public agencies, especially two equally sovereign branches of government, conflict', 'the head of government would be acting in her or his capacity as public official', ""if the head of government of a country were to refuse to enforce a decision of that country's highest court""]","Given the context, answer the question in a single brief but complete sentence. 
","A person is considered to be exercising a constitutional impasse when they refuse to comply with a law or decision of a public agency, such as a branch of government, in a manner that is protected by the constitution, such as through civil disobedience.",1.0,57280f974b864d190016437,-7032868439764592136,train
115,5728151b4b864d1900164428,Civil_disobedience,"Some theories of civil disobedience hold that civil disobedience is only justified against governmental entities. Brownlee argues that disobedience in opposition to the decisions of non-governmental agencies such as trade unions, banks, and private universities can be justified if it reflects ""a larger challenge to the legal system that permits those decisions to be taken"". The same principle, she argues, applies to breaches of law in protest against international organizations and foreign governments.",Some theories argue that civil disobedience is justified in regard to?,"['governmental entities', 'against governmental entities']","Given the context, answer the question in a single brief but complete sentence. 
","Some theories argue that civil disobedience is justified in regard to decisions made by non-governmental agencies, including trade unions, banks, private universities, international organizations, and foreign governments, if they reflect a larger challenge to the legal system that permits those decisions to be taken.",1.0,5728151b4b864d190016442,-241072878070749710,train
116,572822233acd2414000df558,Civil_disobedience,"The earliest recorded incidents of collective civil disobedience took place during the Roman Empire[citation needed]. Unarmed Jews gathered in the streets to prevent the installation of pagan images in the Temple in Jerusalem.[citation needed][original research?] In modern times, some activists who commit civil disobedience as a group collectively refuse to sign bail until certain demands are met, such as favorable bail conditions, or the release of all the activists. This is a form of jail solidarity.[page needed] There have also been many instances of solitary civil disobedience, such as that committed by Thoreau, but these sometimes go unnoticed. Thoreau, at the time of his arrest, was not yet a well-known author, and his arrest was not covered in any newspapers in the days, weeks and months after it happened. The tax collector who arrested him rose to higher political office, and Thoreau's essay was not published until after the end of the Mexican War.",What position did the tax collector that arrested Thoreau get?,"['higher political office', 'rose to higher political office']","Given the context, answer the question in a single brief but complete sentence. 
",The tax collector who arrested Henry David Thoreau later rose to the position of Surveyor of the Port of Boston.,1.0,572822233acd2414000df55,-5994921339676141573,test
117,5728e5224b864d1900165035,Civil_disobedience,"Civil disobedients have chosen a variety of different illegal acts. Bedau writes, ""There is a whole class of acts, undertaken in the name of civil disobedience, which, even if they were widely practiced, would in themselves constitute hardly more than a nuisance (e.g. trespassing at a nuclear-missile installation)...Such acts are often just a harassment and, at least to the bystander, somewhat inane...The remoteness of the connection between the disobedient act and the objectionable law lays such acts open to the charge of ineffectiveness and absurdity."" Bedau also notes, though, that the very harmlessness of such entirely symbolic illegal protests toward public policy goals may serve a propaganda purpose. Some civil disobedients, such as the proprietors of illegal medical cannabis dispensaries and Voice in the Wilderness, which brought medicine to Iraq without the permission of the U.S. Government, directly achieve a desired social goal (such as the provision of medication to the sick) while openly breaking the law. Julia Butterfly Hill lived in Luna, a 180-foot (55 m)-tall, 600-year-old California Redwood tree for 738 days, successfully preventing it from being cut down.",What type of goals are usually done skirting the law?,"['protests toward public policy', 'social', 'social goal', 'propaganda']","Given the context, answer the question in a single brief but complete sentence. 
","According to Bedau, the type of goals that are usually done skirting the law through civil disobedience are public policy goals, such as provision of medication to the sick, or preventing the cutting down of a protected tree.",1.0,5728e5224b864d190016503,-3432280504080542666,train
118,5728e5f43acd2414000e0171,Civil_disobedience,"In cases where the criminalized behavior is pure speech, civil disobedience can consist simply of engaging in the forbidden speech. An example would be WBAI's broadcasting the track ""Filthy Words"" from a George Carlin comedy album, which eventually led to the 1978 Supreme Court case of FCC v. Pacifica Foundation. Threatening government officials is another classic way of expressing defiance toward the government and unwillingness to stand for its policies. For example, Joseph Haas was arrested for allegedly sending an email to the Lebanon, New Hampshire city councilors stating, ""Wise up or die.""",What is one criminal behavior that is hard to stop by authorities?,"['pure speech', 'engaging in the forbidden speech', 'forbidden speech']","Given the context, answer the question in a single brief but complete sentence. 
","One criminal behavior that is hard to stop by authorities is engaging in ""filthy words"" or offensive language through media broadcasts, as the Supreme Court's ruling in FCC v. Pacifica Foundation (1978) has established that the government cannot entirely prohibit the transmission of obscene material on the public airwaves.",1.0,5728e5f43acd2414000e017,720271947175258684,train
119,5728e5f43acd2414000e0172,Civil_disobedience,"In cases where the criminalized behavior is pure speech, civil disobedience can consist simply of engaging in the forbidden speech. An example would be WBAI's broadcasting the track ""Filthy Words"" from a George Carlin comedy album, which eventually led to the 1978 Supreme Court case of FCC v. Pacifica Foundation. Threatening government officials is another classic way of expressing defiance toward the government and unwillingness to stand for its policies. For example, Joseph Haas was arrested for allegedly sending an email to the Lebanon, New Hampshire city councilors stating, ""Wise up or die.""",What is one way to use pure speech to reach as much people as possible to protest?,"['broadcasting', 'engaging in the forbidden speech']","Given the context, answer the question in a single brief but complete sentence. 
","One way to use pure speech to reach as much people as possible to protest is to use social media platforms to share the forbidden speech, as it can have a wide reach and be accessible to a large number of people.",1.0,5728e5f43acd2414000e017,720271947175258684,train
