,Unnamed: 0,document,summary,id,generated_summary,hallucination,prompt,length
358,360,"Social media videos shot in the Plaza Major showed injured fans and officers in body armour wielding batons.
BBC journalist Phil Mackie confirmed police used baton charges to clear parts of the square.
Earlier, Spanish police said eight Leicester fans were arrested for ""causing a mess"" on Tuesday night.
Footage posted online showed a group of officers being targeted with missiles and fans chanting ""Gibraltar is ours"" in the Plaza Major, where Leicester's fans were told they could congregate.
A witness told BBC 5 live: ""There were a couple of people who probably antagonised the police, but then they took it out all these people here.
""There were people with children, they came in with batons and there was a 70-year-old man and the kids [in the way].""
Owynn Palmer-Atkin, reporting for BBC Radio Leicester, said: ""There was a couple of flares that went off - blue smoke, then a bang, and that is when you heard the tone of the chanting change.
""The noise of the crowd seem to quieten and then become more of a panic.
""There was another bang and that is when the riot vans started charging across the square. I find it incredible a police van would travel that fast in a crowded square.""
BBC presenter Gary Lineker, a Leicester City fan and former Foxes player, tweeted: ""Just saw the footage of some Leicester fans behaving despicably in Madrid. The few idiots ruin it for the decent majority. Sickening..""
On Tuesday night, Phil Mackie said he witnessed what appeared to be an unprovoked attack on supporters.
He reported seeing police charging a group of Leicester fans walking in the city centre before three were pushed to the ground, hit with batons and bundled into the back of vans.
Police said six officers were also attacked in the overnight disturbances.
The eight fans arrested remain in custody and will appear in court on Thursday.",Leicester City fans were involved in further clashes with Spanish police ahead of their Champions League tie against Atletico Madrid.,39581782,"Sure! Here is a summary of the article in one sentence:

Leicester City fans were involved in violent clashes with police in Madrid, resulting in eight arrests, injuries to fans and officers, and widespread property damage, with some fans and police reporting excessive use of force by authorities.",1,"Article: {}
Summarize the article in one sentence. Summary:",305
359,361,"The Scottish airline believes the flights, from 15 October, will attract passengers working in the offshore energy industries.
The routes will be operated by 33-seat Saab 340 aircraft.
Durham Tees Valley chief executive Steve Gill said it was a ""real shot in the arm for the airport"" and good news for the business community.",Loganair has announced new services linking Aberdeen with Durham Tees Valley Airport and Norwich.,40849663,"Sure! Here is a one-sentence summary of the article:

Loganair, a Scottish airline, will begin operating flights from Durham Tees Valley Airport to Aberdeen and Kirkwall starting on October 15, with the aim of attracting passengers working in the offshore energy industries.",1,"Article: {}
Summarize the article in one sentence. Summary:",52
360,362,"The Northern Irishman, twice a winner of the European Tour's season-finale, stumbled to a three-over-par 75 to lie joint 55th in a 60-man field.
McIlroy, 27, has never finished worse than 11th in his seven appearances at Jumeirah Golf Estates in Dubai.
Westwood, meanwhile, carded seven birdies and just one bogey in his 66.
The 43-year-old Englishman found out earlier this week he would not be competing in the World Cup in Melbourne next week.
Westwood's partner Danny Willett pulled out because of a back problem, and his place went to Chris Wood.
Under tournament rules, Wood was able to select his own partner and opted for Andy Sullivan.
""I'm disappointed not to be playing,"" said Westwood.
""I can understand him picking a mate and he has picked a very good player. It is probably more to do with the rules than anything.""
The Tour Championship is the final event of the Race to Dubai, with four players still in with a chance of topping the European Tour Order of Merit.
Henrik Stenson, holder of a course-record 25 under at the Earth Course, leads but Willett can leapfrog the Swede should he win the tournament.
Willett would also top the list if he finishes second and neither Stenson nor Alex Noren win in Dubai.
Noren, another Swede, needs to finish at least second and hope Stenson and Willett finish down the field.
McIlroy has an outside chance which requires several permutations falling into place - including Stenson finishing no higher than 46th in the 60-man field.
It took McIlroy 14 holes to register his first birdie of the day, and although he swiftly added another on the next, the four-time major winner double-bogeyed the 16th after needing two attempts - the second minus his right shoe and sock - to play from the edge of a water hazard.
Westwood's former Ryder Cup partner Nicolas Colsaerts and France's Julien Quesne share second place on five under, with Sergio Garcia, Francesco Molinari and Joost Luiten a shot further back.",World number two Rory McIlroy had his worst ever round in the DP World Tour Championship to lie nine shots behind first-round leader Lee Westwood.,38016892,"Sure! Here is a summary of the article in one sentence:

Rory McIlroy had a poor round of 75 at the Tour Championship in Dubai, while Lee Westwood carded a 66 and is still in contention for the top spot in the European Tour Order of Merit, with four players still in the running for the title.",1,"Article: {}
Summarize the article in one sentence. Summary:",323
361,363,"Richard McAuley, 42, from Townhill Road in Portglenone pleaded guilty to the murder of Denise Dunlop, aged 32.
The fatal stabbing occurred in the living room of Ms Dunlop's Centuripe Avenue home in Ballymena last June.
The court heard that as a result of the attack, the couple's daughter suffered a ""complex and traumatic experience"".
McAuley was told by the judge, Mr Justice Weir, that he had caused ""enormous and permanent harm"" to his daughter.
The court heard that prior to the attack, on the evening of 14  June,  Ms Dunlop and McAuley had gone to her father's house.
As they made their way back home in a taxi accompanied by Ms Dunlop's step-mother, the taxi stopped at an off-licence where alcohol was bought.
When the taxi arrived back at Centuripe Avenue, Ms Dunlop's seven-year old daughter returned home from the babysitter's and they watched football on the TV.
A row between the couple then broke out - possibly over an ice cream that was given to the girl - which resulted in what Mr Justice Weir described as ""mutual pushing and pulling"".
As Ms Dunlop sat on the sofa, McAuley went to the kitchen where he armed himself with a knife.
He returned to the living room, where he stabbed his partner three times in the upper body in front of their daughter and Ms Dunlop's step-mother.
A wound to her chest, which passed through her left lung and heart, proved to be the fatal injury.
Mr Justice Weir said the killing was ""senseless"" and told McAuley his actions had deprived a young girl of her mother.
Saying the row was ""fuelled by drink and drugs"", the judge said a young woman had died in a row which was ""almost unbelievable in its triviality"".
Since murdering Ms Dunlop, the court heard McAuley had made the case that he acted as he did due to provocation.
However, the judge said that while he accepted the couple's 13-year relationship was on and off - largely due to McAuley's substance abuse - there was no history of violence between the couple, and there was ""no justification"" for McAuley's actions.
Mr Justice Weir told McAuley: ""You are a powerfully built man of six feet one, while the deceased was a foot shorter. There was no excuse for bringing a knife into this silly domestic dispute.
""The deceased was very drunk, and the prescription drugs she had taken would have made her intoxication worse. She was no threat to you.""
The judge also told McAuley he did not believe his claims that he did not intent to kill Ms Dunlop, and that the knife attack was carried out in front of their daughter and Mrs Dunlop ""without a thought for the consequences for them.""
The court heard McAuley has 44 previous convictions.",A County Antrim man who stabbed his partner to death in front of their seven-year-old daughter has been given a minimum 12-year sentence.,32753846,"Sure! Here's the article summarized in one sentence:

Richard McAuley, 42, pleaded guilty to the murder of his partner Denise Dunlop, 32, in Ballymena, Northern Ireland, last June, after a row over an ice cream that escalated into a knife attack in front of their seven-year-old daughter and Ms. Dunlop's step-mother, with the judge describing the killing as ""senseless"" and ""almost unbelievable in its triviality.""",0,"Article: {}
Summarize the article in one sentence. Summary:",452
362,364,"The development could be the starting point for breeding a strain of ash to replace thousands expected to succumb to ash die-back in the next few years.
Ash die-back is now established and spreading within Britain
Researchers are hoping that genetics might yield the knowledge to fight back.
A joint project by the John Innes Centre, the Genome Analysis Centre and the Sainsbury Laboratory  - all based in Norwich - has reached this milestone just two months after receiving the samples.
Dr Mario Caccamo of the Genome Analysis Centre said: ""Speed is important to the research so that all those studying the epidemic can start to look for clues to tackle it.""
And they do mean everyone.
All the data is being put on a crowd sourcing website OpenAshDieBack to enable experts from around the world to help identify genes that might be connected to the trees' ability to withstand the fungus.
These genes could then be part of a breeding programme for resistant trees.
The samples for the latest research came from so-called ""tree 35"", a strain of ash from Denmark originally bred nearly 100 years ago, which has shown an ability to tolerate the fungal disease, when virtually all its Danish relatives were wiped out.
But just planting this variety in the UK would leave us with a narrow genetic base vulnerable to future diseases and not ideally suited to British growing conditions.
Prof  Allan Downie of the John Innes Centre believes this genetic understanding of both the lethal fungal infection and the surviving strain could help fill the impending gap in the canopy.
""We're trying to give nature a bit of a helping hand by identifying the right kind of (native) trees to do the appropriate crosses,"" he said.
""It would be wonderful to be part of the solution but the problem is enormous and the breeding is going to take a long time.""
In March, a related team sequenced the genome of the fungus that causes die-back.
The firm grip of this disease is evident in many of East Anglia's woodlands.
While filming with Countryfile in Suffolk, Paul Beales from Fera, the government's Food and Environment Research Agency, set up a search for the Chalara fraxinea fungus itself.
The symptoms of the disease were plain to see in scars on the trunk and skeletal canopies, but the source of the infection - the sporulating fungus - had not been found in Britain.
After half an hour on hands and knees in the leaf litter and some identification first by magnifying glass and then by genetic analyser, that all changed.
Paul Beales said: ""We've just got the sporing stage of this particular fungus picked up from the ground which has never been found in the UK before.  ""This is a first. It's here to stay.""
If that is true, breeding a tree which can survive alongside it is more crucial than ever.
Countryfile is broadcast at 1900 BST on BBC One.",Scientists have sequenced the genome of a type of ash tree with resistance to the deadly fungal disease sweeping the UK.,22913111,"Sure! Here's the summary you requested:

Researchers are working to develop a strain of ash tree that can resist the fatal ash die-back disease, which has already devastated thousands of trees in Britain and is expected to spread further, by analyzing the genetics of a resistant strain from Denmark and using crowd-sourcing to gather data from experts around the world.",0,"Article: {}
Summarize the article in one sentence. Summary:",477
363,365,"After his opening 66, two immediate birdies moved the 37-year-old to a share of the lead but six bogeys in windy conditions saw him losing ground.
A record nine players share the halfway lead on eight under.
These include first-day leader Welshman Bradley Dredge (72) and English Ryder Cup player Andy Sullivan (68).
Thailand's Kiradech Aphibarnrat, South African duo Thomas Aiken and Jaco Van Zyl, Spanish pair Jorge Campillo and Nacho Elvira, Finland's Mikko Korhonen and South Korea's Jeunghun Wang are also in the leading nine-strong group.
Ireland's Paul Dunne is sharing 10th place, a stroke off the pace, after adding a 70 to his opening 67.
2010 US Open champion McDowell has dropped to 89th in the world rankings, and as it stands, is not in the fields for either the WGC World Match Play in March or the Masters a month later.",Graeme McDowell dropped five off the pace at the Qatar Masters after struggling to a three-over-par 75 in Friday's second round in Doha.,38771725,"Sure! Here is a summary of the article in one sentence:

Graeme McDowell, the 2010 US Open champion, struggled in the second round of the Singapore Open, carding six bogeys in windy conditions to fall back to a share of 10th place, despite opening with a 66, and is currently not in the fields for upcoming high-profile events like the WGC World Match Play and the Masters.",1,"Article: {}
Summarize the article in one sentence. Summary:",139
364,366,"Under Secretary of State Patrick Kennedy asked the bureau to unclassify the message so it could be archived, ""never to be seen again"".
He made the request in relation to an email about the 2012 attacks on the US diplomatic compound in Benghazi, Libya.
But the FBI said it did not change the classification level.
The email in question described reports in November 2012 that Libyan police were arresting suspects in the attack of two months earlier, which left Ambassador Christopher Stephens and three other Americans dead.
Other interesting revelations from the newly released FBI documents include:
The 100-page FBI document published on Monday says an unnamed FBI official was ""pressured"" in summer last year to change the classified Clinton email to unclassified.
The official said he had received a call from a colleague - whose name is also redacted - at the FBI's International Operations Division.
The colleague said he had been contacted by Mr Kennedy asking him to change the email's classification level in ""exchange for a 'quid pro quo'"".
The State Department, the FBI document says, offered to ""reciprocate by allowing the FBI to place more Agents in countries where they are presently forbidden"".
Mr Kennedy, according to the FBI documents, followed up on this matter at a subsequent meeting, spending 15 minutes attempting to influence the FBI to unclassify the Clinton email.
He also pressed FBI assistant director of counterterrorism Michael Steinbach on the issue.
Republican House of Representatives Speaker Paul Ryan said the revelation ""bears all the signs of a cover-up"".
Republican presidential candidate Donald Trump tweeted: ""Unbelievable.""
Mr Kennedy, who has spent more than four decades at the State Department, was already a lightning rod for Republican criticism.
He oversaw both diplomatic security during the 2012 attacks in Benghazi and the records and IT departments during Mrs Clinton's use of a private email server.
But State Department Deputy spokesman Mark Toner denied any wrongdoing by Mr Kennedy.
""Under Secretary Kennedy sought to understand the FBI's process for withholding certain information from public release,"" Mr Toner said.
""As has been reported, there have been discussions within the interagency on issues of classification.""
The email in question was among some 100 messages recovered from Mrs Clinton's private email server that the FBI would ultimately designate as classified.
The FBI and State Department engaged in a review of the former secretary of state's emails as they were being made ready for public release.
FBI Director James Comey concluded in his investigation Mrs Clinton had been ""extremely careless"" in handling the classified material.
The scandal has fuelled the perception among many voters she is untrustworthy.
The emails scandal relating to her private server is different from the messages that Wikileaks have been releasing recently.","A State Department official ""pressured"" the FBI to change the classification of a Hillary Clinton email in a ""quid pro quo"", according to FBI documents.",37683119,"Under Secretary of State Patrick Kennedy allegedly pressured the FBI to unclassify an email related to the 2012 Benghazi attacks in exchange for a ""quid pro quo"" favor from the State Department, according to newly released FBI documents, fueling Republican accusations of a cover-up and further damaging Hillary Clinton's already tarnished reputation for trustworthiness.",0,"Article: {}
Summarize the article in one sentence. Summary:",434
365,367,"It was a scrappy effort, which saved the game from going to what had seemed an inevitable penalty shootout.
Stevie Mallan though had earlier missed the game's best chance for the home side when he failed to score from the penalty spot.
St Mirren now lead Group G by three points.
It might have been picture postcard weather for the first half in Paisley, but there wasn't much to write home about.
St Mirren were too predictable with long balls floated forward for John Sutton and David Clarkson up front, although Mallan's dead ball delivery was, as always, a threat.
Ayr started well enough and Paul Cairney had a real early chance, but after that Saints looked comfortable at the back.
St Mirren's best chance of the half fell for Calum Gallacher who got on to the end of a lovely ball from Clarkson.
It was screaming for the first-time volley, but he chose the wrong option in taking a touch and the opportunity melted in the evening sun.
Things, we hoped, could only get better in the second half.
They did. A bit.
Lewis Morgan was highly impressive down the left side for the home team, embracing the concept of dazzling wing play and hitting the by-line before delivering the cross. But no-one could cash in.
He won his team a penalty with another dazzling run. The usually deadly Mallan took the spot kick, but United goalkeeper Greg Fleming produced a wonderful save to his right hand side to urge the game toward further penalties after 90 minutes.
But then central defender Baird chipped in with his last-minute effort, bundling the ball over the line after a scramble in the box.
Enough to set Saints proudly at the top of their section.
St Mirren manager Alex Rae: ""We struggled to get any intensity in the first half. I'm conscious of the fact it was really warm out there tonight.
""A lot of the boys are just not up to speed. This competition has come really early.
""Lewis Morgan tonight was sensational, driving at people. The boy is making a really big impact.
""I spoke to Stewart (Gilmour, the chairman) before the game, there may be funds for a loan deal, but we'll try and squeeze a few quid out of him.""
Ayr United manager Ian McCall: ""I thought it was a really poor game of football. We're a mile short in terms of bodies and fitness but a draw would have been fair. To lose one so late is hard to take.
""But, we've got two games left and if we win them two you never know.
""We need strikers. We need a wide player. We need a centre back. We're four or five short of where we want to be. The substitutes Alex (Rae) was able to make was the difference.""
Match ends, St. Mirren 1, Ayr United 0.
Second Half ends, St. Mirren 1, Ayr United 0.
Goal!  St. Mirren 1, Ayr United 0. Jack Baird (St. Mirren) right footed shot from the centre of the box to the bottom left corner following a corner.
Corner,  St. Mirren. Conceded by Patrick Boyle.
Attempt blocked. Lewis Morgan (St. Mirren) right footed shot from outside the box is blocked.
Attempt missed. David Clarkson (St. Mirren) left footed shot from the left side of the six yard box is close, but misses to the left.
Corner,  Ayr United. Conceded by Jason Naismith.
Foul by Lewis Morgan (St. Mirren).
Nicky Devlin (Ayr United) wins a free kick in the defensive half.
Attempt missed. David Clarkson (St. Mirren) right footed shot from the centre of the box is high and wide to the left.
Corner,  St. Mirren. Conceded by Ross Docherty.
Lewis Morgan (St. Mirren) wins a free kick in the defensive half.
Foul by Nicky Devlin (Ayr United).
Foul by Kyle Hutton (St. Mirren).
Ross Docherty (Ayr United) wins a free kick in the defensive half.
Foul by Lawrence Shankland (St. Mirren).
Paul Cairney (Ayr United) wins a free kick in the attacking half.
Attempt missed. Patrick Boyle (Ayr United) left footed shot from the left side of the box is close, but misses to the left.
David Clarkson (St. Mirren) is shown the yellow card for a bad foul.
Foul by David Clarkson (St. Mirren).
Patrick Boyle (Ayr United) wins a free kick on the right wing.
Nicky Devlin (Ayr United) wins a free kick in the attacking half.
Foul by David Clarkson (St. Mirren).
Corner,  St. Mirren. Conceded by Greg Fleming.
Penalty saved! Stephen Mallan (St. Mirren) fails to capitalise on this great opportunity,  right footed shot saved  in the bottom left corner.
Penalty St. Mirren. Lewis Morgan draws a foul in the penalty area.
Penalty conceded by Nicky Devlin (Ayr United) after a foul in the penalty area.
Foul by Kyle Hutton (St. Mirren).
Paul Cairney (Ayr United) wins a free kick in the attacking half.
Attempt missed. Lawrence Shankland (St. Mirren) header from the centre of the box is too high following a corner.
Corner,  St. Mirren. Conceded by Paul Cairney.
Substitution, Ayr United. Craig McGuffie replaces Michael Donald.
Ross Docherty (Ayr United) is shown the yellow card.
Stephen Mallan (St. Mirren) wins a free kick in the defensive half.
Foul by Paul Cairney (Ayr United).
Foul by Tom Walsh (St. Mirren).
Michael Donald (Ayr United) wins a free kick on the right wing.
Attempt saved. Stephen Mallan (St. Mirren) right footed shot from outside the box is saved in the top centre of the goal.
Substitution, St. Mirren. Tom Walsh replaces Calum Gallagher.
Substitution, St. Mirren. Lawrence Shankland replaces John Sutton.",Jack Baird scored a dramatic last-minute goal to preserve St Mirren's 100% record in this season's Betfred League Cup.,36770773,"St. Mirren secured a 1-0 victory over Ayr United in a scrappy Scottish Championship game, with the winning goal scored by central defender Jack Baird in the last minute of the game, after earlier missing a penalty kick and having a man sent off.",1,"Article: {}
Summarize the article in one sentence. Summary:",883
366,368,"A bomb exploded after being thrown at Coalisland police station on 26 March 1997.
The 37-year-old man has been charged with causing an explosion.
He is due to appear at Dungannon Magistrates' Court on Wednesday.",A man has been charged over a bomb attack on a County Tyrone police station 18 years ago.,34653912,"Sure! Here's the summary you requested:

A 37-year-old man has been charged with causing an explosion after a bomb was thrown at Coalisland police station on March 26, 1997, and is set to appear in court on Wednesday.",0,"Article: {}
Summarize the article in one sentence. Summary:",33
367,369,"Jones, of Colwyn Bay, Conwy, announced last month that he has a severe type of dementia.
Fellow Python star Michael Palin paid tribute to his ""most wonderful friend"" before presenting him with the award.
Jones told the crowd to ""quieten down"" before his son told the crowd it was a ""great honour"".
Accepting the accolade on his father's behalf, a tearful Bill Jones told the audience in Cardiff: ""It's a great honour for dad. We're so proud of him... with the struggles we're having at the moment, it's been hard.""
Earlier in the evening, Hollywood actor Leonardo DiCaprio paid tribute in a video message to Oscar-nominated make-up artist Sian Grigg, who won the Sian Phillips award.
It is given to someone who has made a significant contribution to international feature films or network television.
Mali Harries took the best actress prize for her performance as Det Insp Mared Rhys in detective series Hinterland/YGwyll, which also won best television drama.
Mark Lewis Jones won the best actor award for the film Yr Ymadawiad, which tells story of two young lovers who are saved by a man after crashing their car into a ravine in the remote mountains of Wales.
Hinterland/Y Gwyll producer-writer Ed Talfan also won the writer award for the film.
Mr Calzaghe, a documentary film about the career of Welsh boxer Joe Calzaghe, won three awards, including special achievement in a feature/television film and best factual director for Vaughan Sivell.
Will Millard, won the presenters award for Hunters of the South Seas, which explores the lives of people of the Coral Triangle in the Western Pacific, while Newyddion 9, a BBC Wales production for S4C, won best news coverage for its programme Argyfwng y Mudwyr about the European migrant crisis.
Music for Misfits: The Story of Indie, which documents the development of British indie music, won the factual series prize.
The award for live outside broadcast went to S4C's Cor Cymru - Y Rownd Derfynol - coverage of the Welsh choir final.
Those attending the event, which honours the achievements of Welsh television and film makers, included Gotham star Erin Richards, Torchwood and Victoria actress Eve Miles and comedian Elis James.",Monty Python's Terry Jones has received a standing ovation at the Bafta Cymru awards for his outstanding contribution to television and film.,37518717,"Sure! Here is a one-sentence summary of the article:

At the annual Wales Screen Awards, Bill Jones accepted the award for his father, Terry Jones, who was unable to attend due to his dementia diagnosis, and other awards were given to recognize excellence in Welsh television and film productions.",1,"Article: {}
Summarize the article in one sentence. Summary:",349
368,370,"Ineos wants to conduct seismic surveys at Clumber Park in Nottinghamshire to see if there is potential for fracking.
The firm said the charity had blocked any contact for almost a year and it was considering seeking a court order.
The National Trust said it opposed any activities leading to the extraction of fossil fuels, so rejected requests.
Moves to look for shale gas in the Sherwood Forest area have proved controversial due to environmental concerns over extraction - known as fracking - and expansion of fossil fuel use.
Ineos said it already had permission from nearby landowners for the the non-invasive survey and its ability to extract gas would be ""significantly limited"" if it could not get on to Clumber Park.
""If the National Trust refuses to change its position, Ineos will have no choice but to write to the Oil and Gas Authority, asking for permission to seek a court order enforcing its rights to carry out these surveys on National Trust land,"" it said in a statement.
The company said government licences gave it a legal obligation to investigate shale gas deposits around the country and criticised the charity's position as ""overtly political"" as shale gas had lower carbon emissions than either oil and gas.
A National Trust spokesman said: ""The National Trust is opposed to fracking on its land and will reject any fracking requests or inquiries.
""Consistent with this, we say no to surveying on our land for fracking purposes.""",A petrochemical company is threatening legal action over the National Trust's refusal to allow testing for shale gas on its land.,40685060,"Sure! Here's the summary you requested:

Ineos, a gas exploration company, is seeking to conduct seismic surveys at Clumber Park in Nottinghamshire to assess the potential for fracking, but the National Trust, which manages the park, has blocked all contact for almost a year and may be taken to court by Ineos if it does not change its position.",0,"Article: {}
Summarize the article in one sentence. Summary:",237
369,371,"The Sentencing Council also suggests judges could give longer sentences to offenders who film their victims.
In a new consultation, the body says judges should closely consider the complex and damaging effect that a crime has on a victim.
The proposed new guidelines cover virtually all sexual offences.
The Sentencing Council is responsible for trying to ensure consistency in criminal sentencing across all courts in England and Wales and it draws up complex guidelines to assist judges.
The council said that its proposed guidelines for sexual offences aim to update the way the courts deal with 54 crimes, to take into account the tactics and technologies used by offenders, as well as the long-term damage done to a victim.
The guidelines cover almost every sexual offence that is recognised in the UK, from voyeurism to rape, and, if adopted, would play a key role in dealing with people convicted of historic allegations of sexual abuse when victims have come forward decades after the event.
In the 14-week consultation, the council said that judges should be able to send offenders to jail for longer where modern technology proves to be an aggravating factor in increasing the victim's suffering - such as filming abuse of a sexual assault and then distributing it to others.
Judges are concerned that they have seen a worrying increase in the number of cases where rapists have filmed their attack and the victim.
Previously the focus in sentencing has been largely on the physical act of the crime, such as which part of a body was violated, because the law defines each individual offence in a quite technical way.
The council's new guidelines make clear that this form of sentencing does not take sufficient account the potentially catastrophic long-term effect on the victim.
Under the new guidelines, judges would also be able to jail those guilty of so-called ""one-off"" rapes for a maximum of 19 years, a sentence that is currently only for offenders who attack more than once.
Judges can also take into account the behaviour of an offender before the specific offence, such as whether they use drugs and alcohol as part of their targeting.
Sentencing for sexual offences against children should also look at how the victim has been groomed or whether the assailant was in a position of trust.
Lord Justice Treacy of the council said: ""We're improving guidance for courts to help them deal with these incredibly complex, sensitive and serious offences.
""The perspective of victims is central to the council's considerations. We want to ensure sentences reflect everything the victim has been through and what the offender has done.
""We are looking at the whole context, not just the physical offence but also the tactics employed by offenders like grooming activity, the targeting of vulnerable victims or abuse of a position of trust.
""No one wants more people becoming victims, so protecting the public is a vital part of our proposals, whether this is by jailing offenders or through rigorous treatment to stop them reoffending.""
Psychological impact is already taken into consideration in assault and burglary guidelines, but Lord Justice Treacy told BBC Radio 4's Today programme that ""current [sexual offence] guidelines don't concentrate enough on the perspective of victims"".
Sexual violence campaigner Jill Saward, who was raped by two burglars who broke into her home in Ealing, London, in 1986, welcomed the proposals.
""For too long, the impact that [sexual violence] has had on victims has  been neglected in the whole justice process,"" she said.
In the aftermath of her attack, she saw a psychotherapist, a psycho-analyst and psychiatrist, but that was not mentioned in court, she said.
At the sentencing of her attackers, Mr Justice Leonard said that her trauma ""had not been so great"" - a comment he was censured for and apologised for later in his life.
""That reflected how little understanding there was. I'd been suicidal three times, I'd had post-traumatic stress disorder, which wasn't really recognised then,"" she said.
She added that victims often felt a sense of responsibility to other potential victims, and were relieved when their rapist was locked up for a long time, thereby preventing further attacks.",Sentences for rapists and other sex offenders in England and Wales could become tougher to recognise the long-term psychological harm they cause.,20619590,"The Sentencing Council in the UK is proposing new guidelines for sentencing sexual offenders that take into account the long-term psychological impact of the crime on victims, including the use of modern technology to increase suffering, and consider the victim's perspective as central to the sentencing process.",0,"Article: {}
Summarize the article in one sentence. Summary:",673
370,372,"In May, 14 Fifa officials and sports marketing executives were indicted in the US on racketeering charges involving more than $150m (£97m).
""Substantial evidence"" has been gathered so far, according to Lynch.
Properties in the Alps have been seized in a separate Swiss investigation.
The US authorities are working closely with their Swiss counterparts, and held a joint news conference in Zurich to provide updates on their respective investigations into world football's governing body.
""The scope of our investigation is not limited, and we are following the evidence where it leads,"" said Lynch.
""I am grateful for the significant co-operation and substantial evidence that we have received from all quarters.""
In June, Fifa president Sepp Blatter announced he would resign less than a week after he was re-elected, saying ""his mandate did not appear to be supported by everyone"".
Lynch would not say whether Blatter, 79, is a target of the US investigation.
The Swiss investigation is looking into bids for the 2018 and 2022 World Cups, to be held in Russia and Qatar respectively.
Swiss attorney general Michael Lauber said 11 terabytes of information had been seized ""so far"".
He added that 121 different bank accounts had been brought to the attention of the investigating task force, and said they were ""not even at half-time"" in their investigation.
Lauber confirmed that Swiss prosecutors will also investigate a Fifa contract for media rights to the 2010 and 2014 World Cups.","More charges against ""individuals and entities"" are being considered as investigations into allegations of corruption within Fifa have expanded, says US attorney general Loretta Lynch.",34246154,"The US and Swiss authorities have launched investigations into FIFA officials and sports marketing executives, with substantial evidence gathered and properties seized, and have held joint news conferences to provide updates, with the US attorney general stating that the investigation is not limited and will follow the evidence where it leads.",0,"Article: {}
Summarize the article in one sentence. Summary:",229
371,373,"This is the first time that an English side of any age has been able to call themselves football world champions since England won the World Cup in 1966.
The Under-20 World Cup is the biggest global tournament in youth football and has been an important launch-pad for a lot of big names in football.
Lionel Messi, Luis Figo, and Paul Pogba were all been part of winning sides in the tournament in the past.
So could this team hold the next generation of English football stars?
You must ask your parent, teacher or guardian for permission before you send us a comment and a photo.
We may show your comment on our website or in our TV bulletins. We'll show your first name and which town you're from - but we won't use your details for anything else.
Your comments:
Congratulations England you did very well.
Jessica, London
I just want to say a massive congratulations to England
Lauren, London","It's a huge day for English football, as England's under-20s beat Venezuela to take victory in the Fifa Under-20 World Cup.",40239149,"Sure! Here's a summary of the article in one sentence:

For the first time since England won the World Cup in 1966, an English side has been crowned football world champions, as the country's Under-20 team won the World Cup, and this victory could be a launching pad for the next generation of English football stars.",1,"Article: {}
Summarize the article in one sentence. Summary:",151
372,374,"The Blues have signed four players for a combined £129m, but have seen a greater number leave, including John Terry and Nemanja Matic.
Their Premier League title defence began with a shock 3-2 home defeat by Burnley on Saturday, during which Gary Cahill and Cesc Fabregas were sent off.
""The club are trying to do their best,"" said the Italian.
""I am not worried, I am ready to fight with these players.
""I repeat: It is important for us to concentrate on our work, to be focused every day in training and to try to work in our best way. No excuses.""
Media playback is not supported on this device
As well as defender Terry and midfielder Matic, Chelsea have sold Asmir Begovic to Bournemouth, while last season's top scorer Diego Costa has been told he is free to leave.
The recruitment of midfielder Tiemoue Bakayoko from Monaco, striker Alvaro Morata from Real Madrid, defender Antonio Rudiger from Roma and former Manchester City keeper Willy Caballero fills the gaps vacated by this quartet.
But Conte has made no secret of his desire to recruit more players to strengthen his first team for a season that sees the addition of Champions League matches to their fixture list.
Having also sold Nathan Ake to Bournemouth and loaned fellow defender Kurt Zouma to Stoke, the suspension of Cahill will further deplete Conte's resources.
Equally, Fabregas' ban deprives him of another midfielder, with Bakayoko, Hazard and Pedro all out injured.
Conte felt Cahill's dismissal was pivotal to the outcome of Saturday's game against Burnley, with Chelsea 3-0 down at the break following two goals from Sam Vokes and a Stephen Ward strike.
A debut goal from substitute Morata and a late David Luiz finish gave them hope, but Burnley held on for the win.
""The red card [for Cahill] was the key moment,"" Conte told BBC Sport. ""We started well with good intensity and were dominating the game. Then the game changed. We lost our heads too easily and we need to reflect on this situation.
""If we are able to stay in the game, then anything can happen in the second half, but instead we conceded three goals. In the second half, my players showed great will to try to change the result.""","Chelsea boss Antonio Conte says he is ""not worried"" by the club's relative lack of signings this summer.",40912397,"Sure! Here's the summary you requested:

Chelsea has signed four players for a combined £129 million, but have seen a greater number of players leave, including John Terry and Nemanja Matic, and their Premier League title defense began with a shock 3-2 home defeat by Burnley, with the team facing injuries and suspensions that have depleted their resources.",0,"Article: {}
Summarize the article in one sentence. Summary:",366
