,document,summary,id,generated_summary,hallucination,prompt
356,"The move reunites the 21-year-old with former boss David Moyes, as well as ex-team-mates Donald Love and Paddy McNair who joined for a £5.5m fee this week.
Belgium international Januzaj had asked to leave Old Trafford on a permanent transfer but United preferred a loan.
He has scored five goals in 63 appearances for the club and is under contract until the summer of 2018.
Januzaj spent four months on loan to Bundesliga side Borussia Dortmund last season, but played only 12 games before returning to his parent club.
United boss Jose Mourinho said of the switch: ""He fits in my plans. That is why he is on loan at a Premier League club
""If he doesn't fit in my plans, I don't care where he is going, I just send him to Borussia Dortmund where he didn't play one match. He is talented.""",Manchester United winger Adnan Januzaj has joined fellow Premier League side Sunderland on a season-long loan.,37061464,"Manchester United has loaned out Adnan Januzaj to Sunderland for the rest of the season, reuniting him with former boss David Moyes and teammates, after Januzaj requested a permanent transfer but United preferred a loan deal, with the player under contract until 2018 and having scored five goals in 63 appearances for the club.",0,"Article: {}
Summarize the article in one sentence. Summary:"
357,"Pythefnos yn ôl dywedodd Ken Skates y byddai'n rhaid i'r cwmni sy'n ceisio cael cefnogaeth ar gyfer Cylchffordd Cymru roi mwy o fanylion am fuddsoddwyr.
Dywedodd Mr Skates y byddai'r llywodraeth nawr yn ""ystyried y cynnig yn ofalus"" cyn i'r cabinet wneud penderfyniad terfynol.
Mae'r datblygwyr yn dweud y byddai'r cynllun yn costio £425m, ac yn creu 6,000 o swyddi.
Yn ôl y datblygwyr, Cwmni Datblygu Blaenau'r Cymoedd, bydd y gwaith adeiladu'n dechrau yn y gwanwyn os yw'r prosiect yn cael ei gymeradwyo.
Mae disgwyl i'r cynllun i adeiladu trac rasio ger Glyn Ebwy gostio £425m ond mae Llywodraeth Cymru wedi mynnu na fyddan nhw'n gwarantu mwy na hanner y gost.
Yn ôl cwmni Cylchffordd Cymru mae'r cynnig diweddara' yn dangos bod ganddyn nhw gefnogaeth preifat i dalu am y cynllun, a mae'n gofyn i drethdalwyr warantu llai na 50%.
Yn siarad yn siambr y Cynulliad dywedodd Ysgrifennydd yr Economi, Ken Skates ei fod yn ""ymddangos"" fel pe bai'r datblygwyr wedi cyrraedd meini prawf y llywodraeth.
Dywedodd y byddai'r broses ffurfiol o ""ddiwydrwydd dyladwy"" - sef edrych yn fanwl ar y ffigyrau, y datblygwyr a chynaliadwyedd y cynllun - yn gallu bwrw mlaen.
Yn ôl Mr Skates fe fydd y broses yna'n cymryd hyd at chwech wythnos cyn i'r cabinet benderfynu os yw'r llywodraeth am gefnogi'r cynllun.
Yn ymateb i ddatganiad Ysgrifennydd yr Economi, fe ddywedodd Cwmni Datblygu Blaenau'r Cymoedd ei fod yn ""edrych ymlaen at ddechrau'r gwaith adeiladu erbyn y gwanwyn eleni"".
Dywedodd y cwmni y byddai'n gwireddu ""gweledigaeth ar gyfer canolfan o safon rhyngwladol ar gyfer moduro, hamdden, twristiaeth ac arloesi, fydd yn trawsnewid y gymuned leol, yn creu cyfleoedd cyflogaeth, a helpu i ddatblygu'r economi Gymreig"".","Mae datblygwyr trac rasio ym Mlaenau Gwent wedi rhoi cynnig newydd gerbron Llywodraeth Cymru, wedi i Ysgrifennydd yr Economi alw am fwy o fanylion.",38909077,"The Welsh Government's plans to invest £425m in the construction of 6,000 homes across Wales have been met with skepticism by opposition parties, who question the viability of the project and the ability of the government to deliver on its promises.",1,"Article: {}
Summarize the article in one sentence. Summary:"
358,"The couple, who have been dating since 2011, wed in front of about 10 people in Mazan, Provence - close to where the bride's family has a holiday home.
Mayor Aime Navello told the Associated Press he married them at the town hall.
The short service was followed by a reception for family and friends, reported to have included Righton's bandmates and actress Sienna Miller.
Knightley, 28, announced her engagement to Righton, 29, last year.
""Keira was a charming bride, very modest and simple in her attitude, as was James,"" Mr Navello told the Daily Mail.
""I got the impression that it was a very moving experience for both of them.""
The actress, who was Oscar-nominated for her performance in 2005's Pride and Prejudice, is the daughter of playwright Sharman Macdonald and actor Will Knightley.
She rose to fame in the British hit Bend it like Beckham, becoming an international star in films including Love Actually and the Pirates of the Caribbean franchise.
'More interesting'
Knightley also won critical acclaim for her performances in films such as Atonement, A Dangerous Method and, most recently, Anna Karenina.
Later this year, she will be seen in Jack Ryan - a prequel to previous Tom Clancy adaptations - playing Cathy Ryan opposite Chris Pine.
Singer and keyboard player Righton has performed with indie rock band the Klaxons since 2005. The group won a Mercury Music Prize in 2007 for their debut album Myths Of The Near Future.
In an interview last month, Knightley said she did not want an extravagant wedding day.
""We're not 'big wedding' types. I don't need to have all that. I'm just trying to enjoy the engagement bit.
""My parents are together after 40 years. The fights are there but they love each other.
""It's not like the first three months, the first two years... whatever it is, but I think it gets more interesting, or I hope so.""",Actress Keira Knightley has married Klaxons star James Righton in the south of France.,22418736,"Keira Knightley and her husband James Righton married in a small, intimate ceremony in France in front of about 10 people, with the mayor of the town hall performing the ceremony, and the actress choosing a modest and simple approach to her wedding day.",0,"Article: {}
Summarize the article in one sentence. Summary:"
359,"The British-Brazilian duo were beaten by South Africa's Raven Klaasen and American Rajeev Ram 6-1 6-4 in an hour at the O2 Arena in London.
But Murray and Soares have already overtaken Pierre-Hugues Herbert and Nicolas Mahut in the year-end rankings.
After three round-robin match wins, they were outplayed by Klaasen and Ram.
The latter pair will play Finland's Henri Kontinen and Murray's former partner, Australian John Peers, in Sunday's final.
Kontinen and Peers beat the Bryan brothers 7-6 (7-2) 6-4 in their semi-final.
Earlier, Jamie's brother Andy Murray kept his hopes alive of ending the season as the world number one singles player by beating Milos Raonic in a thrilling semi-final, which lasted three hours and 38 minutes.",New world number one doubles team Jamie Murray and Bruno Soares suffered a disappointing defeat in the semi-finals of the ATP World Tour Finals.,38040543,"The British-Brazilian duo of Andy Murray and Bruno Soares were defeated by South Africa's Raven Klaasen and America's Rajeev Ram in the ATP Finals, but they have already risen to the top of the year-end rankings despite their loss.",1,"Article: {}
Summarize the article in one sentence. Summary:"
360,"Social media videos shot in the Plaza Major showed injured fans and officers in body armour wielding batons.
BBC journalist Phil Mackie confirmed police used baton charges to clear parts of the square.
Earlier, Spanish police said eight Leicester fans were arrested for ""causing a mess"" on Tuesday night.
Footage posted online showed a group of officers being targeted with missiles and fans chanting ""Gibraltar is ours"" in the Plaza Major, where Leicester's fans were told they could congregate.
A witness told BBC 5 live: ""There were a couple of people who probably antagonised the police, but then they took it out all these people here.
""There were people with children, they came in with batons and there was a 70-year-old man and the kids [in the way].""
Owynn Palmer-Atkin, reporting for BBC Radio Leicester, said: ""There was a couple of flares that went off - blue smoke, then a bang, and that is when you heard the tone of the chanting change.
""The noise of the crowd seem to quieten and then become more of a panic.
""There was another bang and that is when the riot vans started charging across the square. I find it incredible a police van would travel that fast in a crowded square.""
BBC presenter Gary Lineker, a Leicester City fan and former Foxes player, tweeted: ""Just saw the footage of some Leicester fans behaving despicably in Madrid. The few idiots ruin it for the decent majority. Sickening..""
On Tuesday night, Phil Mackie said he witnessed what appeared to be an unprovoked attack on supporters.
He reported seeing police charging a group of Leicester fans walking in the city centre before three were pushed to the ground, hit with batons and bundled into the back of vans.
Police said six officers were also attacked in the overnight disturbances.
The eight fans arrested remain in custody and will appear in court on Thursday.",Leicester City fans were involved in further clashes with Spanish police ahead of their Champions League tie against Atletico Madrid.,39581782,"In Madrid, during the Champions League match between Leicester City and Atletico Madrid, violent clashes broke out between police and Leicester fans in the city center, resulting in injured fans and officers, and eight fans were arrested for ""causing a mess,"" according to Spanish police.",1,"Article: {}
Summarize the article in one sentence. Summary:"
361,"The Scottish airline believes the flights, from 15 October, will attract passengers working in the offshore energy industries.
The routes will be operated by 33-seat Saab 340 aircraft.
Durham Tees Valley chief executive Steve Gill said it was a ""real shot in the arm for the airport"" and good news for the business community.",Loganair has announced new services linking Aberdeen with Durham Tees Valley Airport and Norwich.,40849663,"Loganair, a Scottish airline, will begin offering flights from Durham Tees Valley Airport to the Scottish islands of Orkney and Shetland on October 15th, with the aim of catering to passengers working in the offshore energy industries, using 33-seat Saab 340 aircraft.",1,"Article: {}
Summarize the article in one sentence. Summary:"
362,"The Northern Irishman, twice a winner of the European Tour's season-finale, stumbled to a three-over-par 75 to lie joint 55th in a 60-man field.
McIlroy, 27, has never finished worse than 11th in his seven appearances at Jumeirah Golf Estates in Dubai.
Westwood, meanwhile, carded seven birdies and just one bogey in his 66.
The 43-year-old Englishman found out earlier this week he would not be competing in the World Cup in Melbourne next week.
Westwood's partner Danny Willett pulled out because of a back problem, and his place went to Chris Wood.
Under tournament rules, Wood was able to select his own partner and opted for Andy Sullivan.
""I'm disappointed not to be playing,"" said Westwood.
""I can understand him picking a mate and he has picked a very good player. It is probably more to do with the rules than anything.""
The Tour Championship is the final event of the Race to Dubai, with four players still in with a chance of topping the European Tour Order of Merit.
Henrik Stenson, holder of a course-record 25 under at the Earth Course, leads but Willett can leapfrog the Swede should he win the tournament.
Willett would also top the list if he finishes second and neither Stenson nor Alex Noren win in Dubai.
Noren, another Swede, needs to finish at least second and hope Stenson and Willett finish down the field.
McIlroy has an outside chance which requires several permutations falling into place - including Stenson finishing no higher than 46th in the 60-man field.
It took McIlroy 14 holes to register his first birdie of the day, and although he swiftly added another on the next, the four-time major winner double-bogeyed the 16th after needing two attempts - the second minus his right shoe and sock - to play from the edge of a water hazard.
Westwood's former Ryder Cup partner Nicolas Colsaerts and France's Julien Quesne share second place on five under, with Sergio Garcia, Francesco Molinari and Joost Luiten a shot further back.",World number two Rory McIlroy had his worst ever round in the DP World Tour Championship to lie nine shots behind first-round leader Lee Westwood.,38016892,"Rory McIlroy struggled to a 75 and is tied for 55th place in the Tour Championship, while Lee Westwood carded a 66 and is in a share of second place, with four players still in contention for the European Tour's Race to Dubai title.",0,"Article: {}
Summarize the article in one sentence. Summary:"
363,"Richard McAuley, 42, from Townhill Road in Portglenone pleaded guilty to the murder of Denise Dunlop, aged 32.
The fatal stabbing occurred in the living room of Ms Dunlop's Centuripe Avenue home in Ballymena last June.
The court heard that as a result of the attack, the couple's daughter suffered a ""complex and traumatic experience"".
McAuley was told by the judge, Mr Justice Weir, that he had caused ""enormous and permanent harm"" to his daughter.
The court heard that prior to the attack, on the evening of 14  June,  Ms Dunlop and McAuley had gone to her father's house.
As they made their way back home in a taxi accompanied by Ms Dunlop's step-mother, the taxi stopped at an off-licence where alcohol was bought.
When the taxi arrived back at Centuripe Avenue, Ms Dunlop's seven-year old daughter returned home from the babysitter's and they watched football on the TV.
A row between the couple then broke out - possibly over an ice cream that was given to the girl - which resulted in what Mr Justice Weir described as ""mutual pushing and pulling"".
As Ms Dunlop sat on the sofa, McAuley went to the kitchen where he armed himself with a knife.
He returned to the living room, where he stabbed his partner three times in the upper body in front of their daughter and Ms Dunlop's step-mother.
A wound to her chest, which passed through her left lung and heart, proved to be the fatal injury.
Mr Justice Weir said the killing was ""senseless"" and told McAuley his actions had deprived a young girl of her mother.
Saying the row was ""fuelled by drink and drugs"", the judge said a young woman had died in a row which was ""almost unbelievable in its triviality"".
Since murdering Ms Dunlop, the court heard McAuley had made the case that he acted as he did due to provocation.
However, the judge said that while he accepted the couple's 13-year relationship was on and off - largely due to McAuley's substance abuse - there was no history of violence between the couple, and there was ""no justification"" for McAuley's actions.
Mr Justice Weir told McAuley: ""You are a powerfully built man of six feet one, while the deceased was a foot shorter. There was no excuse for bringing a knife into this silly domestic dispute.
""The deceased was very drunk, and the prescription drugs she had taken would have made her intoxication worse. She was no threat to you.""
The judge also told McAuley he did not believe his claims that he did not intent to kill Ms Dunlop, and that the knife attack was carried out in front of their daughter and Mrs Dunlop ""without a thought for the consequences for them.""
The court heard McAuley has 44 previous convictions.",A County Antrim man who stabbed his partner to death in front of their seven-year-old daughter has been given a minimum 12-year sentence.,32753846,"Richard McAuley, 42, pleaded guilty to murdering his partner Denise Dunlop, 32, in their home in Ballymena, Northern Ireland, after a drunken and drug-fueled argument in front of their 7-year-old daughter, resulting in the fatal stabbing and depriving their young girl of her mother.",0,"Article: {}
Summarize the article in one sentence. Summary:"
364,"The development could be the starting point for breeding a strain of ash to replace thousands expected to succumb to ash die-back in the next few years.
Ash die-back is now established and spreading within Britain
Researchers are hoping that genetics might yield the knowledge to fight back.
A joint project by the John Innes Centre, the Genome Analysis Centre and the Sainsbury Laboratory  - all based in Norwich - has reached this milestone just two months after receiving the samples.
Dr Mario Caccamo of the Genome Analysis Centre said: ""Speed is important to the research so that all those studying the epidemic can start to look for clues to tackle it.""
And they do mean everyone.
All the data is being put on a crowd sourcing website OpenAshDieBack to enable experts from around the world to help identify genes that might be connected to the trees' ability to withstand the fungus.
These genes could then be part of a breeding programme for resistant trees.
The samples for the latest research came from so-called ""tree 35"", a strain of ash from Denmark originally bred nearly 100 years ago, which has shown an ability to tolerate the fungal disease, when virtually all its Danish relatives were wiped out.
But just planting this variety in the UK would leave us with a narrow genetic base vulnerable to future diseases and not ideally suited to British growing conditions.
Prof  Allan Downie of the John Innes Centre believes this genetic understanding of both the lethal fungal infection and the surviving strain could help fill the impending gap in the canopy.
""We're trying to give nature a bit of a helping hand by identifying the right kind of (native) trees to do the appropriate crosses,"" he said.
""It would be wonderful to be part of the solution but the problem is enormous and the breeding is going to take a long time.""
In March, a related team sequenced the genome of the fungus that causes die-back.
The firm grip of this disease is evident in many of East Anglia's woodlands.
While filming with Countryfile in Suffolk, Paul Beales from Fera, the government's Food and Environment Research Agency, set up a search for the Chalara fraxinea fungus itself.
The symptoms of the disease were plain to see in scars on the trunk and skeletal canopies, but the source of the infection - the sporulating fungus - had not been found in Britain.
After half an hour on hands and knees in the leaf litter and some identification first by magnifying glass and then by genetic analyser, that all changed.
Paul Beales said: ""We've just got the sporing stage of this particular fungus picked up from the ground which has never been found in the UK before.  ""This is a first. It's here to stay.""
If that is true, breeding a tree which can survive alongside it is more crucial than ever.
Countryfile is broadcast at 1900 BST on BBC One.",Scientists have sequenced the genome of a type of ash tree with resistance to the deadly fungal disease sweeping the UK.,22913111,"Researchers at the John Innes Centre, the Genome Analysis Centre, and the Sainsbury Laboratory in Norwich have reached a milestone in their joint project to develop a genetically modified strain of ash tree that can resist the deadly fungal disease Chalara fraxinea, which is expected to kill thousands of ash trees in the UK over the next few years, by analyzing the genetic makeup of a resistant strain of ash tree from Denmark and putting the data on a crowdsourcing website to enable experts from around the world to help identify genes that could be used in a breeding program for resistant trees.",1,"Article: {}
Summarize the article in one sentence. Summary:"
365,"After his opening 66, two immediate birdies moved the 37-year-old to a share of the lead but six bogeys in windy conditions saw him losing ground.
A record nine players share the halfway lead on eight under.
These include first-day leader Welshman Bradley Dredge (72) and English Ryder Cup player Andy Sullivan (68).
Thailand's Kiradech Aphibarnrat, South African duo Thomas Aiken and Jaco Van Zyl, Spanish pair Jorge Campillo and Nacho Elvira, Finland's Mikko Korhonen and South Korea's Jeunghun Wang are also in the leading nine-strong group.
Ireland's Paul Dunne is sharing 10th place, a stroke off the pace, after adding a 70 to his opening 67.
2010 US Open champion McDowell has dropped to 89th in the world rankings, and as it stands, is not in the fields for either the WGC World Match Play in March or the Masters a month later.",Graeme McDowell dropped five off the pace at the Qatar Masters after struggling to a three-over-par 75 in Friday's second round in Doha.,38771725,"After a strong start with birdies on the first two holes, Graeme McDowell struggled in windy conditions on day two of the tournament, carding six bogeys and falling behind the leaderboard, while a record nine players share the halfway lead.",1,"Article: {}
Summarize the article in one sentence. Summary:"
366,"Under Secretary of State Patrick Kennedy asked the bureau to unclassify the message so it could be archived, ""never to be seen again"".
He made the request in relation to an email about the 2012 attacks on the US diplomatic compound in Benghazi, Libya.
But the FBI said it did not change the classification level.
The email in question described reports in November 2012 that Libyan police were arresting suspects in the attack of two months earlier, which left Ambassador Christopher Stephens and three other Americans dead.
Other interesting revelations from the newly released FBI documents include:
The 100-page FBI document published on Monday says an unnamed FBI official was ""pressured"" in summer last year to change the classified Clinton email to unclassified.
The official said he had received a call from a colleague - whose name is also redacted - at the FBI's International Operations Division.
The colleague said he had been contacted by Mr Kennedy asking him to change the email's classification level in ""exchange for a 'quid pro quo'"".
The State Department, the FBI document says, offered to ""reciprocate by allowing the FBI to place more Agents in countries where they are presently forbidden"".
Mr Kennedy, according to the FBI documents, followed up on this matter at a subsequent meeting, spending 15 minutes attempting to influence the FBI to unclassify the Clinton email.
He also pressed FBI assistant director of counterterrorism Michael Steinbach on the issue.
Republican House of Representatives Speaker Paul Ryan said the revelation ""bears all the signs of a cover-up"".
Republican presidential candidate Donald Trump tweeted: ""Unbelievable.""
Mr Kennedy, who has spent more than four decades at the State Department, was already a lightning rod for Republican criticism.
He oversaw both diplomatic security during the 2012 attacks in Benghazi and the records and IT departments during Mrs Clinton's use of a private email server.
But State Department Deputy spokesman Mark Toner denied any wrongdoing by Mr Kennedy.
""Under Secretary Kennedy sought to understand the FBI's process for withholding certain information from public release,"" Mr Toner said.
""As has been reported, there have been discussions within the interagency on issues of classification.""
The email in question was among some 100 messages recovered from Mrs Clinton's private email server that the FBI would ultimately designate as classified.
The FBI and State Department engaged in a review of the former secretary of state's emails as they were being made ready for public release.
FBI Director James Comey concluded in his investigation Mrs Clinton had been ""extremely careless"" in handling the classified material.
The scandal has fuelled the perception among many voters she is untrustworthy.
The emails scandal relating to her private server is different from the messages that Wikileaks have been releasing recently.","A State Department official ""pressured"" the FBI to change the classification of a Hillary Clinton email in a ""quid pro quo"", according to FBI documents.",37683119,"Under Secretary of State Patrick Kennedy requested the FBI to unclassify an email related to the 2012 Benghazi attacks, but the FBI refused to change the classification level, leading to accusations of a cover-up by Republican lawmakers and presidential candidate Donald Trump.",0,"Article: {}
Summarize the article in one sentence. Summary:"
367,"It was a scrappy effort, which saved the game from going to what had seemed an inevitable penalty shootout.
Stevie Mallan though had earlier missed the game's best chance for the home side when he failed to score from the penalty spot.
St Mirren now lead Group G by three points.
It might have been picture postcard weather for the first half in Paisley, but there wasn't much to write home about.
St Mirren were too predictable with long balls floated forward for John Sutton and David Clarkson up front, although Mallan's dead ball delivery was, as always, a threat.
Ayr started well enough and Paul Cairney had a real early chance, but after that Saints looked comfortable at the back.
St Mirren's best chance of the half fell for Calum Gallacher who got on to the end of a lovely ball from Clarkson.
It was screaming for the first-time volley, but he chose the wrong option in taking a touch and the opportunity melted in the evening sun.
Things, we hoped, could only get better in the second half.
They did. A bit.
Lewis Morgan was highly impressive down the left side for the home team, embracing the concept of dazzling wing play and hitting the by-line before delivering the cross. But no-one could cash in.
He won his team a penalty with another dazzling run. The usually deadly Mallan took the spot kick, but United goalkeeper Greg Fleming produced a wonderful save to his right hand side to urge the game toward further penalties after 90 minutes.
But then central defender Baird chipped in with his last-minute effort, bundling the ball over the line after a scramble in the box.
Enough to set Saints proudly at the top of their section.
St Mirren manager Alex Rae: ""We struggled to get any intensity in the first half. I'm conscious of the fact it was really warm out there tonight.
""A lot of the boys are just not up to speed. This competition has come really early.
""Lewis Morgan tonight was sensational, driving at people. The boy is making a really big impact.
""I spoke to Stewart (Gilmour, the chairman) before the game, there may be funds for a loan deal, but we'll try and squeeze a few quid out of him.""
Ayr United manager Ian McCall: ""I thought it was a really poor game of football. We're a mile short in terms of bodies and fitness but a draw would have been fair. To lose one so late is hard to take.
""But, we've got two games left and if we win them two you never know.
""We need strikers. We need a wide player. We need a centre back. We're four or five short of where we want to be. The substitutes Alex (Rae) was able to make was the difference.""
Match ends, St. Mirren 1, Ayr United 0.
Second Half ends, St. Mirren 1, Ayr United 0.
Goal!  St. Mirren 1, Ayr United 0. Jack Baird (St. Mirren) right footed shot from the centre of the box to the bottom left corner following a corner.
Corner,  St. Mirren. Conceded by Patrick Boyle.
Attempt blocked. Lewis Morgan (St. Mirren) right footed shot from outside the box is blocked.
Attempt missed. David Clarkson (St. Mirren) left footed shot from the left side of the six yard box is close, but misses to the left.
Corner,  Ayr United. Conceded by Jason Naismith.
Foul by Lewis Morgan (St. Mirren).
Nicky Devlin (Ayr United) wins a free kick in the defensive half.
Attempt missed. David Clarkson (St. Mirren) right footed shot from the centre of the box is high and wide to the left.
Corner,  St. Mirren. Conceded by Ross Docherty.
Lewis Morgan (St. Mirren) wins a free kick in the defensive half.
Foul by Nicky Devlin (Ayr United).
Foul by Kyle Hutton (St. Mirren).
Ross Docherty (Ayr United) wins a free kick in the defensive half.
Foul by Lawrence Shankland (St. Mirren).
Paul Cairney (Ayr United) wins a free kick in the attacking half.
Attempt missed. Patrick Boyle (Ayr United) left footed shot from the left side of the box is close, but misses to the left.
David Clarkson (St. Mirren) is shown the yellow card for a bad foul.
Foul by David Clarkson (St. Mirren).
Patrick Boyle (Ayr United) wins a free kick on the right wing.
Nicky Devlin (Ayr United) wins a free kick in the attacking half.
Foul by David Clarkson (St. Mirren).
Corner,  St. Mirren. Conceded by Greg Fleming.
Penalty saved! Stephen Mallan (St. Mirren) fails to capitalise on this great opportunity,  right footed shot saved  in the bottom left corner.
Penalty St. Mirren. Lewis Morgan draws a foul in the penalty area.
Penalty conceded by Nicky Devlin (Ayr United) after a foul in the penalty area.
Foul by Kyle Hutton (St. Mirren).
Paul Cairney (Ayr United) wins a free kick in the attacking half.
Attempt missed. Lawrence Shankland (St. Mirren) header from the centre of the box is too high following a corner.
Corner,  St. Mirren. Conceded by Paul Cairney.
Substitution, Ayr United. Craig McGuffie replaces Michael Donald.
Ross Docherty (Ayr United) is shown the yellow card.
Stephen Mallan (St. Mirren) wins a free kick in the defensive half.
Foul by Paul Cairney (Ayr United).
Foul by Tom Walsh (St. Mirren).
Michael Donald (Ayr United) wins a free kick on the right wing.
Attempt saved. Stephen Mallan (St. Mirren) right footed shot from outside the box is saved in the top centre of the goal.
Substitution, St. Mirren. Tom Walsh replaces Calum Gallagher.
Substitution, St. Mirren. Lawrence Shankland replaces John Sutton.",Jack Baird scored a dramatic last-minute goal to preserve St Mirren's 100% record in this season's Betfred League Cup.,36770773,"St Mirren defeated Ayr United 1-0 in a Scottish League Cup match, with a late goal by Jack Baird securing the win for the home team after Lewis Morgan had missed a penalty kick and Stephen Mallan had hit the post.",1,"Article: {}
Summarize the article in one sentence. Summary:"
368,"A bomb exploded after being thrown at Coalisland police station on 26 March 1997.
The 37-year-old man has been charged with causing an explosion.
He is due to appear at Dungannon Magistrates' Court on Wednesday.",A man has been charged over a bomb attack on a County Tyrone police station 18 years ago.,34653912,"A 37-year-old man has been charged with causing an explosion after throwing a bomb at the Coalisland police station in Northern Ireland on March 26, 1997, and is due to appear in court on Wednesday.",0,"Article: {}
Summarize the article in one sentence. Summary:"
369,"Jones, of Colwyn Bay, Conwy, announced last month that he has a severe type of dementia.
Fellow Python star Michael Palin paid tribute to his ""most wonderful friend"" before presenting him with the award.
Jones told the crowd to ""quieten down"" before his son told the crowd it was a ""great honour"".
Accepting the accolade on his father's behalf, a tearful Bill Jones told the audience in Cardiff: ""It's a great honour for dad. We're so proud of him... with the struggles we're having at the moment, it's been hard.""
Earlier in the evening, Hollywood actor Leonardo DiCaprio paid tribute in a video message to Oscar-nominated make-up artist Sian Grigg, who won the Sian Phillips award.
It is given to someone who has made a significant contribution to international feature films or network television.
Mali Harries took the best actress prize for her performance as Det Insp Mared Rhys in detective series Hinterland/YGwyll, which also won best television drama.
Mark Lewis Jones won the best actor award for the film Yr Ymadawiad, which tells story of two young lovers who are saved by a man after crashing their car into a ravine in the remote mountains of Wales.
Hinterland/Y Gwyll producer-writer Ed Talfan also won the writer award for the film.
Mr Calzaghe, a documentary film about the career of Welsh boxer Joe Calzaghe, won three awards, including special achievement in a feature/television film and best factual director for Vaughan Sivell.
Will Millard, won the presenters award for Hunters of the South Seas, which explores the lives of people of the Coral Triangle in the Western Pacific, while Newyddion 9, a BBC Wales production for S4C, won best news coverage for its programme Argyfwng y Mudwyr about the European migrant crisis.
Music for Misfits: The Story of Indie, which documents the development of British indie music, won the factual series prize.
The award for live outside broadcast went to S4C's Cor Cymru - Y Rownd Derfynol - coverage of the Welsh choir final.
Those attending the event, which honours the achievements of Welsh television and film makers, included Gotham star Erin Richards, Torchwood and Victoria actress Eve Miles and comedian Elis James.",Monty Python's Terry Jones has received a standing ovation at the Bafta Cymru awards for his outstanding contribution to television and film.,37518717,"The annual TV awards in Cardiff honored various Welsh television and film makers, including John Jones, who was awarded for his work despite being diagnosed with a severe type of dementia, and other winners in categories such as acting, directing, and news coverage.",1,"Article: {}
Summarize the article in one sentence. Summary:"
370,"Ineos wants to conduct seismic surveys at Clumber Park in Nottinghamshire to see if there is potential for fracking.
The firm said the charity had blocked any contact for almost a year and it was considering seeking a court order.
The National Trust said it opposed any activities leading to the extraction of fossil fuels, so rejected requests.
Moves to look for shale gas in the Sherwood Forest area have proved controversial due to environmental concerns over extraction - known as fracking - and expansion of fossil fuel use.
Ineos said it already had permission from nearby landowners for the the non-invasive survey and its ability to extract gas would be ""significantly limited"" if it could not get on to Clumber Park.
""If the National Trust refuses to change its position, Ineos will have no choice but to write to the Oil and Gas Authority, asking for permission to seek a court order enforcing its rights to carry out these surveys on National Trust land,"" it said in a statement.
The company said government licences gave it a legal obligation to investigate shale gas deposits around the country and criticised the charity's position as ""overtly political"" as shale gas had lower carbon emissions than either oil and gas.
A National Trust spokesman said: ""The National Trust is opposed to fracking on its land and will reject any fracking requests or inquiries.
""Consistent with this, we say no to surveying on our land for fracking purposes.""",A petrochemical company is threatening legal action over the National Trust's refusal to allow testing for shale gas on its land.,40685060,"Ineos, a chemical company, is seeking to conduct seismic surveys at Clumber Park in Nottinghamshire to assess the potential for fracking, but the National Trust, which manages the park, has rejected the request due to its opposition to fracking and the potential environmental impacts.",0,"Article: {}
Summarize the article in one sentence. Summary:"
